day,em,xm,symbol,net,wk,split
2025-04-29,658,955,LH,0.7072769523432403,2025-04-26/2025-05-02,TRAIN
2025-04-30,571,955,DAN,0.7954688318887915,2025-04-26/2025-05-02,TRAIN
2025-04-30,571,595,DOGZ,-1.1589481289642065,2025-04-26/2025-05-02,TRAIN
2025-04-30,571,955,GIL,0.6942167440654637,2025-04-26/2025-05-02,TRAIN
2025-04-30,572,955,ARDX,0.2390752335913449,2025-04-26/2025-05-02,TRAIN
2025-05-01,571,582,AIN,-1.1646000819329632,2025-04-26/2025-05-02,TRAIN
2025-05-01,571,591,ENVX,-1.2546112477457934,2025-04-26/2025-05-02,TRAIN
2025-05-01,571,955,GNW,-0.2670627447830099,2025-04-26/2025-05-02,TRAIN
2025-05-01,572,572,MORN,-1.2404384544612321,2025-04-26/2025-05-02,TRAIN
2025-05-02,582,955,CNK,0.14524818181707194,2025-04-26/2025-05-02,TRAIN
2025-05-02,593,956,OILD,-0.9813798805575772,2025-04-26/2025-05-02,TRAIN
2025-05-02,596,955,NTGR,-0.13930285652061844,2025-04-26/2025-05-02,TRAIN
2025-05-02,615,709,TSDD,-1.1666843717494082,2025-04-26/2025-05-02,TRAIN
2025-05-05,573,955,ACT,-0.5130915691633644,2025-05-03/2025-05-09,TRAIN
2025-05-05,575,593,RDTL,-1.171406300258428,2025-05-03/2025-05-09,TRAIN
2025-05-05,576,955,FULC,0.019113338466482478,2025-05-03/2025-05-09,TRAIN
2025-05-05,577,594,RXRX,-1.2134810767318738,2025-05-03/2025-05-09,TRAIN
2025-05-06,571,579,CELH,-1.2132862399260187,2025-05-03/2025-05-09,TRAIN
2025-05-06,571,609,EPWK,2.0,2025-05-03/2025-05-09,TRAIN
2025-05-06,572,765,ARQT,-1.1959124937889827,2025-05-03/2025-05-09,TRAIN
2025-05-06,574,955,CORT,-0.46675151280260374,2025-05-03/2025-05-09,TRAIN
2025-05-07,571,919,FLYW,2.0,2025-05-03/2025-05-09,TRAIN
2025-05-07,571,572,SWIM,-1.1097028511283413,2025-05-03/2025-05-09,TRAIN
2025-05-07,572,955,AZTA,-0.23682985696187514,2025-05-03/2025-05-09,TRAIN
2025-05-07,572,955,PFGC,0.3671769299567898,2025-05-03/2025-05-09,TRAIN
2025-05-08,571,735,MIRM,2.0,2025-05-03/2025-05-09,TRAIN
2025-05-08,571,586,XGN,-1.2189915981520425,2025-05-03/2025-05-09,TRAIN
2025-05-08,572,594,HIMZ,-1.2019603663004872,2025-05-03/2025-05-09,TRAIN
2025-05-08,575,955,STAA,-0.003751000388396611,2025-05-03/2025-05-09,TRAIN
2025-05-09,571,955,HUBG,-0.13153058162301898,2025-05-03/2025-05-09,TRAIN
2025-05-09,571,634,IONX,-1.3914003852459107,2025-05-03/2025-05-09,TRAIN
2025-05-09,571,573,PGY,2.0,2025-05-03/2025-05-09,TRAIN
2025-05-09,571,592,QURE,2.0,2025-05-03/2025-05-09,TRAIN
2025-05-12,572,955,VRNA,1.204183003706476,2025-05-10/2025-05-16,TRAIN
2025-05-12,581,955,ONC,-0.11170619244899066,2025-05-10/2025-05-16,TRAIN
2025-05-12,583,955,TXNM,-0.26140573629726416,2025-05-10/2025-05-16,TRAIN
2025-05-12,773,955,GPUS,-0.5741918058923079,2025-05-10/2025-05-16,TRAIN
2025-05-13,571,622,ASST,-1.2036852300144678,2025-05-10/2025-05-16,TRAIN
2025-05-13,571,901,CGON,-1.2234000031377248,2025-05-10/2025-05-16,TRAIN
2025-05-13,571,643,IONX,-1.2258152952401287,2025-05-10/2025-05-16,TRAIN
2025-05-13,571,955,SARO,0.9035888804742748,2025-05-10/2025-05-16,TRAIN
2025-05-14,571,630,HCWB,-1.134907130809738,2025-05-10/2025-05-16,TRAIN
2025-05-14,571,955,PWP,-0.12661373072970178,2025-05-10/2025-05-16,TRAIN
2025-05-14,572,602,HIMZ,-1.1876441383197474,2025-05-10/2025-05-16,TRAIN
2025-05-14,573,607,KRNT,2.0,2025-05-10/2025-05-16,TRAIN
2025-05-15,571,572,AEVA,2.0,2025-05-10/2025-05-16,TRAIN
2025-05-15,571,586,HIMZ,-1.2148940899002647,2025-05-10/2025-05-16,TRAIN
2025-05-15,571,573,NXT,2.0,2025-05-10/2025-05-16,TRAIN
2025-05-15,572,631,RGTX,-1.1860980803821783,2025-05-10/2025-05-16,TRAIN
2025-05-16,571,583,GPCR,2.0,2025-05-10/2025-05-16,TRAIN
2025-05-16,574,610,NTCL,-1.1276639769668821,2025-05-10/2025-05-16,TRAIN
2025-05-16,577,955,SEDG,0.8448580787072018,2025-05-10/2025-05-16,TRAIN
2025-05-16,580,955,HOLO,-0.4683711847419697,2025-05-10/2025-05-16,TRAIN
2025-05-19,571,580,CEP,2.0,2025-05-17/2025-05-23,TRAIN
2025-05-19,571,579,KDLY,2.0,2025-05-17/2025-05-23,TRAIN
2025-05-19,572,955,BHVN,-0.3839830389896765,2025-05-17/2025-05-23,TRAIN
2025-05-19,572,604,CGON,-1.2256688372382203,2025-05-17/2025-05-23,TRAIN
2025-05-20,574,587,RGC,2.0,2025-05-17/2025-05-23,TRAIN
2025-05-20,580,720,ZYBT,-1.1369054004097203,2025-05-17/2025-05-23,TRAIN
2025-05-20,584,955,ACHR,-0.48841763688327783,2025-05-17/2025-05-23,TRAIN
2025-05-20,590,955,RYET,0.727870998451564,2025-05-17/2025-05-23,TRAIN
2025-05-21,571,798,HIMZ,-1.226560521101767,2025-05-17/2025-05-23,TRAIN
2025-05-21,571,579,TSSI,2.0,2025-05-17/2025-05-23,TRAIN
2025-05-21,571,577,VSAT,-1.3180957519240661,2025-05-17/2025-05-23,TRAIN
2025-05-21,581,955,APPX,-1.0531067339315647,2025-05-17/2025-05-23,TRAIN
2025-05-22,571,587,DFDV,2.0,2025-05-17/2025-05-23,TRAIN
2025-05-22,572,955,TFIN,-0.08705815059122066,2025-05-17/2025-05-23,TRAIN
2025-05-22,573,955,BCAX,0.7879930727031014,2025-05-17/2025-05-23,TRAIN
2025-05-22,574,955,RL,0.14470541405527643,2025-05-17/2025-05-23,TRAIN
2025-05-23,571,955,ESTA,-0.28031767128536417,2025-05-17/2025-05-23,TRAIN
2025-05-23,571,609,GMEU,2.0,2025-05-17/2025-05-23,TRAIN
2025-05-23,573,649,ARQQ,2.0,2025-05-17/2025-05-23,TRAIN
2025-05-23,573,911,SYTA,-1.0546212515337832,2025-05-17/2025-05-23,TRAIN
2025-05-27,572,955,RYET,1.1148931460526372,2025-05-24/2025-05-30,TRAIN
2025-05-27,579,900,EPWK,-1.0865799767079962,2025-05-24/2025-05-30,TRAIN
2025-05-27,617,955,MSTZ,-0.5388294445687084,2025-05-24/2025-05-30,TRAIN
2025-05-27,617,955,SMST,-0.4518502528555559,2025-05-24/2025-05-30,TRAIN
2025-05-28,571,581,OKLO,-1.2622262167055578,2025-05-24/2025-05-30,TRAIN
2025-05-28,571,581,QBTX,-1.1060847132381288,2025-05-24/2025-05-30,TRAIN
2025-05-28,571,580,RGTX,-1.184660925136412,2025-05-24/2025-05-30,TRAIN
2025-05-28,573,576,ASST,-1.3891087711502523,2025-05-24/2025-05-30,TRAIN
2025-05-29,572,955,ATS,-0.08641779511620912,2025-05-24/2025-05-30,TRAIN
2025-05-29,572,576,TTAN,-1.2211431684534553,2025-05-24/2025-05-30,TRAIN
2025-05-29,605,955,SMCZ,0.25206579190438044,2025-05-24/2025-05-30,TRAIN
2025-05-29,606,955,FNGD,-0.057196897884347474,2025-05-24/2025-05-30,TRAIN
2025-05-30,571,677,ASST,-1.1250920710435943,2025-05-24/2025-05-30,TRAIN
2025-05-30,572,682,CEP,-1.4226488610168795,2025-05-24/2025-05-30,TRAIN
2025-05-30,576,955,OKLO,-0.12208813224978787,2025-05-24/2025-05-30,TRAIN
2025-05-30,577,955,LEU,0.4427550279230882,2025-05-24/2025-05-30,TRAIN
2025-06-02,571,572,BSGM,-1.2069834425738704,2025-05-31/2025-06-06,TRAIN
2025-06-02,571,576,IONX,-1.1781544295979842,2025-05-31/2025-06-06,TRAIN
2025-06-02,571,955,NVTS,0.9967136406935886,2025-05-31/2025-06-06,TRAIN
2025-06-02,573,955,ARVN,0.16526945069156251,2025-05-31/2025-06-06,TRAIN
2025-06-03,573,582,MSTZ,-1.2085941221893648,2025-05-31/2025-06-06,TRAIN
2025-06-03,591,956,JFIN,0.14991389486295403,2025-05-31/2025-06-06,TRAIN
2025-06-03,664,955,AMR,-0.014678876674112717,2025-05-31/2025-06-06,TRAIN
2025-06-03,700,955,SG,0.7573179157693752,2025-05-31/2025-06-06,TRAIN
2025-06-04,607,955,SMCZ,-0.6718821538390711,2025-05-31/2025-06-06,TRAIN
2025-06-04,608,855,SOXS,-1.177440894159159,2025-05-31/2025-06-06,TRAIN
2025-06-04,613,955,BASE,0.3574384849714396,2025-05-31/2025-06-06,TRAIN
2025-06-04,624,959,CERY,-0.1014641043249481,2025-05-31/2025-06-06,TRAIN
2025-06-05,585,614,MULN,-1.040853326054093,2025-05-31/2025-06-06,TRAIN
2025-06-05,587,955,CONI,1.0525367094472278,2025-05-31/2025-06-06,TRAIN
2025-06-05,608,709,TNXP,-1.2350407749998396,2025-05-31/2025-06-06,TRAIN
2025-06-05,619,956,TOPS,-0.6732702143176496,2025-05-31/2025-06-06,TRAIN
2025-06-06,573,574,NEGG,-1.1582553209556414,2025-05-31/2025-06-06,TRAIN
2025-06-06,576,643,PTHL,2.0,2025-05-31/2025-06-06,TRAIN
2025-06-06,652,734,TGEN,2.0,2025-05-31/2025-06-06,TRAIN
2025-06-09,571,713,KROS,-1.1472856500609763,2025-06-07/2025-06-13,TRAIN
2025-06-09,575,590,LZMH,-1.1965092454734032,2025-06-07/2025-06-13,TRAIN
2025-06-09,581,641,MULN,2.0,2025-06-07/2025-06-13,TRAIN
2025-06-09,582,817,RDTL,-1.1737958609818133,2025-06-07/2025-06-13,TRAIN
2025-06-10,571,574,RKLX,-1.1898360445175653,2025-06-07/2025-06-13,TRAIN
2025-06-10,578,697,UNFI,-1.13892534138208,2025-06-07/2025-06-13,TRAIN
2025-06-10,579,795,LYRA,-1.1973387089197964,2025-06-07/2025-06-13,TRAIN
2025-06-10,581,955,TTAN,-0.4839814696698634,2025-06-07/2025-06-13,TRAIN
2025-06-11,580,956,TIL,-0.5331219590938687,2025-06-07/2025-06-13,TRAIN
2025-06-11,581,955,HIMZ,1.076853286196582,2025-06-07/2025-06-13,TRAIN
2025-06-11,585,955,VSCO,-0.8609861929035495,2025-06-07/2025-06-13,TRAIN
2025-06-11,587,656,SMCZ,-1.1613343646401417,2025-06-07/2025-06-13,TRAIN
2025-06-12,571,955,HIMZ,-0.7224024264947411,2025-06-07/2025-06-13,TRAIN
2025-06-12,571,577,QSG,-1.171714540877605,2025-06-07/2025-06-13,TRAIN
2025-06-12,571,571,XTIA,-1.1760638646162167,2025-06-07/2025-06-13,TRAIN
2025-06-12,572,774,IONL,-1.1532165318068164,2025-06-07/2025-06-13,TRAIN
2025-06-13,571,574,ASTS,2.0,2025-06-07/2025-06-13,TRAIN
2025-06-13,571,590,USAR,-1.2917632002939925,2025-06-07/2025-06-13,TRAIN
2025-06-13,573,628,ELVN,2.0,2025-06-07/2025-06-13,TRAIN
2025-06-13,574,628,IONX,-1.124662387625984,2025-06-07/2025-06-13,TRAIN
2025-06-16,571,572,SORA,-1.3658586132084412,2025-06-14/2025-06-20,TRAIN
2025-06-16,580,581,NA,-1.228580513950968,2025-06-14/2025-06-20,TRAIN
2025-06-16,586,955,KZIA,-0.5262677487194319,2025-06-14/2025-06-20,TRAIN
2025-06-16,600,956,IONL,0.1229248310748037,2025-06-14/2025-06-20,TRAIN
2025-06-17,572,955,NAKA,-0.675091096428801,2025-06-14/2025-06-20,TRAIN
2025-06-17,573,714,ARCX,-1.1291285774609514,2025-06-14/2025-06-20,TRAIN
2025-06-17,575,576,MIMI,2.0,2025-06-14/2025-06-20,TRAIN
2025-06-17,579,955,PONY,-0.2068275449020132,2025-06-14/2025-06-20,TRAIN
2025-06-18,571,581,LZMH,2.0,2025-06-14/2025-06-20,TRAIN
2025-06-18,571,955,RUN,0.9695024829656671,2025-06-14/2025-06-20,TRAIN
2025-06-18,572,573,NAKA,-1.2197098292925073,2025-06-14/2025-06-20,TRAIN
2025-06-18,576,576,CCCMU,-1.3081372298231178,2025-06-14/2025-06-20,TRAIN
2025-06-20,577,624,QSG,-1.099655807252061,2025-06-14/2025-06-20,TRAIN
2025-06-20,610,955,TSDD,-0.1266291066746415,2025-06-14/2025-06-20,TRAIN
2025-06-20,610,955,TSLQ,-0.07098382692490655,2025-06-14/2025-06-20,TRAIN
2025-06-20,629,955,INDO,-0.029516996411906252,2025-06-14/2025-06-20,TRAIN
2025-06-23,571,576,SST,2.0,2025-06-21/2025-06-27,TRAIN
2025-06-23,573,573,SGMT,-1.3469516593218338,2025-06-21/2025-06-27,TRAIN
2025-06-23,573,595,WHLR,-1.0835147885719574,2025-06-21/2025-06-27,TRAIN
2025-06-23,575,577,AVBP,-1.2035693616250958,2025-06-21/2025-06-27,TRAIN
2025-06-24,571,571,FTRK,-1.2666237241470375,2025-06-21/2025-06-27,TRAIN
2025-06-24,571,572,RGC,2.0,2025-06-21/2025-06-27,TRAIN
2025-06-24,574,955,TSDD,0.6623356178917235,2025-06-21/2025-06-27,TRAIN
2025-06-24,584,794,CRCL,-1.1008315478462196,2025-06-21/2025-06-27,TRAIN
2025-06-25,574,603,EYEN,2.0,2025-06-21/2025-06-27,TRAIN
2025-06-25,575,955,DAKT,-0.4331931676650261,2025-06-21/2025-06-27,TRAIN
2025-06-25,580,955,CDTX,0.4168926090410483,2025-06-21/2025-06-27,TRAIN
2025-06-25,607,955,AIFU,-0.17088463772060158,2025-06-21/2025-06-27,TRAIN
2025-06-26,571,578,EYEN,-1.2474413922282337,2025-06-21/2025-06-27,TRAIN
2025-06-26,571,577,NAKA,-1.2370421303011017,2025-06-21/2025-06-27,TRAIN
2025-06-26,572,955,PATK,0.0844311251794046,2025-06-21/2025-06-27,TRAIN
2025-06-26,575,955,JEF,-0.09265761834558388,2025-06-21/2025-06-27,TRAIN
2025-06-27,576,643,NNNN,-1.1307488366432454,2025-06-21/2025-06-27,TRAIN
2025-06-27,586,955,CDTX,0.2757431450929198,2025-06-21/2025-06-27,TRAIN
2025-06-27,599,940,CNXC,-1.1096711698236776,2025-06-21/2025-06-27,TRAIN
2025-06-27,609,955,OMDA,-0.4244949072829043,2025-06-21/2025-06-27,TRAIN
2025-06-30,583,955,RGC,-0.3016522408600926,2025-06-28/2025-07-04,TRAIN
2025-06-30,616,955,TEM,-1.0342998290360952,2025-06-28/2025-07-04,TRAIN
2025-06-30,616,955,TEMT,-0.9923544138657145,2025-06-28/2025-07-04,TRAIN
2025-06-30,629,955,CENX,-0.14997977196699272,2025-06-28/2025-07-04,TRAIN
2025-07-01,571,579,LCFY,2.0,2025-06-28/2025-07-04,TRAIN
2025-07-01,575,955,DFDV,-0.2089999613551165,2025-06-28/2025-07-04,TRAIN
2025-07-01,575,955,VOYG,0.270674805601406,2025-06-28/2025-07-04,TRAIN
2025-07-01,578,697,BYON,2.0,2025-06-28/2025-07-04,TRAIN
2025-07-02,571,587,HOOG,2.0,2025-06-28/2025-07-04,TRAIN
2025-07-02,571,606,HOOX,2.0,2025-06-28/2025-07-04,TRAIN
2025-07-02,571,608,ROBN,2.0,2025-06-28/2025-07-04,TRAIN
2025-07-02,575,955,AVBP,-0.13992880380129277,2025-06-28/2025-07-04,TRAIN
2025-07-03,571,576,BGLC,2.0,2025-06-28/2025-07-04,TRAIN
2025-07-03,571,572,HSAI,2.0,2025-06-28/2025-07-04,TRAIN
2025-07-03,571,573,IONL,-1.2067038787054485,2025-06-28/2025-07-04,TRAIN
2025-07-03,571,573,IONX,-1.2642155957474588,2025-06-28/2025-07-04,TRAIN
2025-07-07,571,572,QBTX,-1.203827290095582,2025-07-05/2025-07-11,TRAIN
2025-07-07,571,572,QUBT,-1.3782391678364396,2025-07-05/2025-07-11,TRAIN
2025-07-07,574,955,IONZ,-0.368433965948101,2025-07-05/2025-07-11,TRAIN
2025-07-07,575,955,LILAK,-0.15775574605693812,2025-07-05/2025-07-11,TRAIN
2025-07-08,573,576,CIGL,-1.156930152510447,2025-07-05/2025-07-11,TRAIN
2025-07-08,578,582,NTRB,-1.1430930311366083,2025-07-05/2025-07-11,TRAIN
2025-07-08,603,955,CRCL,-0.4840702195276313,2025-07-05/2025-07-11,TRAIN
2025-07-08,626,955,VVOS,-0.24811541128227016,2025-07-05/2025-07-11,TRAIN
2025-07-09,571,642,MBLY,-1.3760193491366737,2025-07-05/2025-07-11,TRAIN
2025-07-09,586,860,PENG,2.0,2025-07-05/2025-07-11,TRAIN
2025-07-09,589,955,COGT,0.9885011935697576,2025-07-05/2025-07-11,TRAIN
2025-07-09,630,857,SMST,-1.1876533366244706,2025-07-05/2025-07-11,TRAIN
2025-07-10,571,955,TCBI,0.03763542474813046,2025-07-05/2025-07-11,TRAIN
2025-07-10,573,676,RYET,2.0,2025-07-05/2025-07-11,TRAIN
2025-07-10,574,708,EGG,-1.091423390861498,2025-07-05/2025-07-11,TRAIN
2025-07-10,574,574,NNNN,-1.151093441854721,2025-07-05/2025-07-11,TRAIN
2025-07-11,571,586,RKLX,-1.2722921369760778,2025-07-05/2025-07-11,TRAIN
2025-07-11,571,607,SOFX,2.0,2025-07-05/2025-07-11,TRAIN
2025-07-11,575,609,SRFM,2.0,2025-07-05/2025-07-11,TRAIN
2025-07-11,596,955,QS,0.10931964954307546,2025-07-05/2025-07-11,TRAIN
2025-07-14,571,671,RGC,-1.251609111822347,2025-07-12/2025-07-18,TRAIN
2025-07-14,572,955,CORZW,0.8205325863963343,2025-07-12/2025-07-18,TRAIN
2025-07-14,574,693,HOLO,-1.173855375320012,2025-07-12/2025-07-18,TRAIN
2025-07-14,574,588,ZEPP,-1.2271225631177305,2025-07-12/2025-07-18,TRAIN
2025-07-15,581,738,SDM,-1.0840212611693394,2025-07-12/2025-07-18,TRAIN
2025-07-15,584,956,CUPR,0.11599351798869842,2025-07-12/2025-07-18,TRAIN
2025-07-15,584,938,RGC,-1.1497951068207486,2025-07-12/2025-07-18,TRAIN
2025-07-15,587,828,ENPH,-1.2113972714111176,2025-07-12/2025-07-18,TRAIN
2025-07-16,571,581,SONN,-1.299113526449515,2025-07-12/2025-07-18,TRAIN
2025-07-16,571,579,ZENA,-1.315982297659005,2025-07-12/2025-07-18,TRAIN
2025-07-16,576,592,CEPO,-1.1848434344971732,2025-07-12/2025-07-18,TRAIN
2025-07-16,589,669,SDM,2.0,2025-07-12/2025-07-18,TRAIN
2025-07-17,575,955,GABC,0.07305770503859088,2025-07-12/2025-07-18,TRAIN
2025-07-17,587,955,TFIN,-0.5818029390455084,2025-07-12/2025-07-18,TRAIN
2025-07-17,599,955,SDM,-0.06999385510691006,2025-07-12/2025-07-18,TRAIN
2025-07-17,606,955,PTHL,0.511738511297005,2025-07-12/2025-07-18,TRAIN
2025-07-18,586,955,JOBY,-0.017740108049684143,2025-07-12/2025-07-18,TRAIN
2025-07-18,592,955,NEON,0.5414705445549236,2025-07-12/2025-07-18,TRAIN
2025-07-18,600,955,ARCX,-0.33022536668470687,2025-07-12/2025-07-18,TRAIN
2025-07-18,664,955,NUWE,-0.6388264952566074,2025-07-12/2025-07-18,TRAIN
2025-07-21,571,587,CYCC,-1.110931309700417,2025-07-19/2025-07-25,TRAIN
2025-07-21,597,955,TSDD,0.019394357218561614,2025-07-19/2025-07-25,TRAIN
2025-07-21,597,955,TSLQ,0.014237780853829318,2025-07-19/2025-07-25,TRAIN
2025-07-21,631,663,ARAI,2.0,2025-07-19/2025-07-25,TRAIN
2025-07-22,571,955,IVZ,0.5867307501003528,2025-07-19/2025-07-25,TRAIN
2025-07-22,571,591,RKLB,-1.2415810796827769,2025-07-19/2025-07-25,TRAIN
2025-07-22,571,591,RKLX,-1.1842364363856326,2025-07-19/2025-07-25,TRAIN
2025-07-22,572,955,ENVX,0.1634644185840483,2025-07-19/2025-07-25,TRAIN
2025-07-23,593,955,LCFY,0.1926104340490356,2025-07-19/2025-07-25,TRAIN
2025-07-23,594,955,HTZ,0.2449518187275475,2025-07-19/2025-07-25,TRAIN
2025-07-23,632,955,T,-0.025790215752194333,2025-07-19/2025-07-25,TRAIN
2025-07-23,657,924,MFI,-1.0341196883204566,2025-07-19/2025-07-25,TRAIN
2025-07-24,571,582,OKLL,2.0,2025-07-19/2025-07-25,TRAIN
2025-07-24,572,955,DNA,0.668512852412357,2025-07-19/2025-07-25,TRAIN
2025-07-24,572,955,VKTX,-0.029445781147461207,2025-07-19/2025-07-25,TRAIN
2025-07-24,574,955,AZTA,-0.21596160963809308,2025-07-19/2025-07-25,TRAIN
2025-07-25,571,573,LIMN,-1.2060944475981021,2025-07-19/2025-07-25,TRAIN
2025-07-25,574,622,ANPA,-1.1298519466354064,2025-07-19/2025-07-25,TRAIN
2025-07-25,578,955,CORZ,-0.11033707889279545,2025-07-19/2025-07-25,TRAIN
2025-07-25,596,955,SXT,0.34702204499589195,2025-07-19/2025-07-25,TRAIN
2025-07-28,571,629,SRPT,2.0,2025-07-26/2025-08-01,TRAIN
2025-07-28,612,955,MTSR,-0.30098703151098727,2025-07-26/2025-08-01,TRAIN
2025-07-28,622,955,LHAI,-0.09542070771366326,2025-07-26/2025-08-01,TRAIN
2025-07-28,680,955,ARTL,-0.5406746827865998,2025-07-26/2025-08-01,TRAIN
2025-07-29,571,580,FULC,-1.2187331784482558,2025-07-26/2025-08-01,TRAIN
2025-07-29,571,574,HIMZ,-1.2302950792213412,2025-07-26/2025-08-01,TRAIN
2025-07-29,571,599,OKLL,-1.1853364044539167,2025-07-26/2025-08-01,TRAIN
2025-07-29,575,955,WU,-0.8795487323367479,2025-07-26/2025-08-01,TRAIN
2025-07-30,571,956,EDN,-0.5633959789689725,2025-07-26/2025-08-01,TRAIN
2025-07-30,579,601,VWAV,2.0,2025-07-26/2025-08-01,TRAIN
2025-07-30,580,955,AMUU,0.23150220976549746,2025-07-26/2025-08-01,TRAIN
2025-07-30,585,955,NUTX,-0.5503667106950058,2025-07-26/2025-08-01,TRAIN
2025-07-31,571,571,GH,-1.3122286551638,2025-07-26/2025-08-01,TRAIN
2025-07-31,571,576,PBF,-1.1854540745246347,2025-07-26/2025-08-01,TRAIN
2025-07-31,571,955,WAY,0.5799260875120714,2025-07-26/2025-08-01,TRAIN
2025-07-31,572,955,AVT,-0.9923048906769579,2025-07-26/2025-08-01,TRAIN
2025-08-01,577,955,USLM,-0.3492002530365328,2025-07-26/2025-08-01,TRAIN
2025-08-01,577,955,VSAT,-0.03455306328662143,2025-07-26/2025-08-01,TRAIN
2025-08-01,580,585,TIL,-1.1699969627608204,2025-07-26/2025-08-01,TRAIN
2025-08-01,582,955,TNXP,0.354613274745304,2025-07-26/2025-08-01,TRAIN
2025-08-04,571,572,VAPE,2.0,2025-08-02/2025-08-08,TRAIN
2025-08-04,575,591,SDM,-1.0856381856982793,2025-08-02/2025-08-08,TRAIN
2025-08-04,590,955,SOHU,-0.9196352818385484,2025-08-02/2025-08-08,TRAIN
2025-08-04,616,955,FGF,0.07879336541668547,2025-08-02/2025-08-08,TRAIN
2025-08-05,571,912,RDTL,-1.222638683808125,2025-08-02/2025-08-08,TRAIN
2025-08-05,579,955,ANDE,-0.11919705375215661,2025-08-02/2025-08-08,TRAIN
2025-08-05,585,604,BINI,-1.1320823442558117,2025-08-02/2025-08-08,TRAIN
2025-08-05,606,955,HIMS,-0.924090963553306,2025-08-02/2025-08-08,TRAIN
2025-08-06,575,955,OSCR,0.5608935725642397,2025-08-02/2025-08-08,TRAIN
2025-08-06,576,955,IONZ,0.48634285016651685,2025-08-02/2025-08-08,TRAIN
2025-08-06,577,955,CXDO,0.023926570786748952,2025-08-02/2025-08-08,TRAIN
2025-08-06,579,597,ACHC,-1.1422924300224189,2025-08-02/2025-08-08,TRAIN
2025-08-07,571,791,HLF,-1.1941381316534245,2025-08-02/2025-08-08,TRAIN
2025-08-07,571,605,JOBY,-1.1766370187422814,2025-08-02/2025-08-08,TRAIN
2025-08-07,571,849,LUNR,-1.185639757628455,2025-08-02/2025-08-08,TRAIN
2025-08-07,571,573,LX,-1.9378871774331345,2025-08-02/2025-08-08,TRAIN
2025-08-08,571,579,OS,-1.094636200656683,2025-08-02/2025-08-08,TRAIN
2025-08-08,571,571,PAR,-1.2414035722092023,2025-08-02/2025-08-08,TRAIN
2025-08-08,571,575,QBTX,-1.283340386914392,2025-08-02/2025-08-08,TRAIN
2025-08-08,571,583,RDW,-1.2352705954681327,2025-08-02/2025-08-08,TRAIN
2025-08-11,571,894,TEMT,-1.1808464211911773,2025-08-09/2025-08-15,TRAIN
2025-08-11,576,955,EXK,0.3124050827298223,2025-08-09/2025-08-15,TRAIN
2025-08-11,579,955,AEVA,0.36150641126477717,2025-08-09/2025-08-15,TRAIN
2025-08-11,581,955,RKLB,-0.030411557427976587,2025-08-09/2025-08-15,TRAIN
2025-08-12,571,955,ACHR,1.4487423047611634,2025-08-09/2025-08-15,TRAIN
2025-08-12,571,957,ARCX,1.6002222879392591,2025-08-09/2025-08-15,TRAIN
2025-08-12,571,693,OKLL,2.0,2025-08-09/2025-08-15,TRAIN
2025-08-12,571,725,SOUX,-1.1458296971125235,2025-08-09/2025-08-15,TRAIN
2025-08-13,571,955,KODK,-0.30531911524209515,2025-08-09/2025-08-15,TRAIN
2025-08-13,571,574,RGTX,-1.11584882510676,2025-08-09/2025-08-15,TRAIN
2025-08-13,581,590,QUIK,-1.117692941434744,2025-08-09/2025-08-15,TRAIN
2025-08-13,590,955,MIMI,0.6188415555726097,2025-08-09/2025-08-15,TRAIN
2025-08-14,571,591,RKLX,2.0,2025-08-09/2025-08-15,TRAIN
2025-08-14,571,601,USAR,2.0,2025-08-09/2025-08-15,TRAIN
2025-08-14,571,579,WBTN,-1.1777390895082525,2025-08-09/2025-08-15,TRAIN
2025-08-14,572,955,OUST,0.9596913729710602,2025-08-09/2025-08-15,TRAIN
2025-08-15,571,581,WULF,-1.343734289503146,2025-08-09/2025-08-15,TRAIN
2025-08-15,575,603,BSLK,2.0,2025-08-09/2025-08-15,TRAIN
2025-08-15,576,955,HOOG,1.1358324038687433,2025-08-09/2025-08-15,TRAIN
2025-08-15,590,955,CRWG,0.06510377748701932,2025-08-09/2025-08-15,TRAIN
2025-08-18,572,956,SDM,-0.39775390666587923,2025-08-16/2025-08-22,TRAIN
2025-08-18,575,955,VVPR,-1.0290983786516013,2025-08-16/2025-08-22,TRAIN
2025-08-18,586,955,TEM,1.2433321075967054,2025-08-16/2025-08-22,TRAIN
2025-08-18,586,955,TEMT,1.3397440202299489,2025-08-16/2025-08-22,TRAIN
2025-08-19,571,571,GDRX,-1.664530120493326,2025-08-16/2025-08-22,TRAIN
2025-08-19,571,734,HSAI,-1.2267774324679277,2025-08-16/2025-08-22,TRAIN
2025-08-19,573,576,BSGM,-1.2141343231875592,2025-08-16/2025-08-22,TRAIN
2025-08-19,585,591,BSLK,2.0,2025-08-16/2025-08-22,TRAIN
2025-08-20,571,580,SMU,-1.170019842093155,2025-08-16/2025-08-22,TRAIN
2025-08-20,571,585,TEMT,-1.1323437510276357,2025-08-16/2025-08-22,TRAIN
2025-08-20,572,955,CRML,0.13472939534932146,2025-08-16/2025-08-22,TRAIN
2025-08-20,574,955,LIF,-0.24015176590401,2025-08-16/2025-08-22,TRAIN
2025-08-21,571,955,YSG,-0.38064014362842874,2025-08-16/2025-08-22,TRAIN
2025-08-21,574,612,TEMT,2.0,2025-08-16/2025-08-22,TRAIN
