split_id,split_name,level,n,m_g3,m_x0,h1,h2,val,train,t_g3,mde,share
S1,asset class,stock,1403,0.08188926029764207,0.0805705759176004,0.00711705424436468,0.07384515864708054,0.17450493430756736,0.04136990291829978,2.018403121090531,0.10668937483795768,0.6073593073593073
S1,asset class,unknown,10,0.873046319448125,0.5601969296853893,0.7146187322703013,1.7395866649583287,-0.03069523087262052,1.0989817070283117,1.7260712019735798,1.4928471922351236,0.004329004329004329
S1,asset class,wrapper,897,0.3821876504336801,0.2761699313209406,0.3985943320608311,0.3891083327659077,0.3565802028886404,0.3935687382314755,3.797052514467297,0.18746205723914697,0.38831168831168833
S2,price band,$30-60,893,0.18101328021203608,0.16147894093907095,0.08675127803833517,0.27035674018779315,0.19370229749875914,0.17613440224752866,2.6186366798842564,0.16395397708289416,0.3865800865800866
S2,price band,<$30,799,0.14771946975355435,0.13421109643965415,0.13559463843931918,0.06574767254868798,0.26845689790339844,0.09950907812804738,2.5099113842812115,0.1563706843495751,0.3458874458874459
S2,price band,>=$60,618,0.30221796483599667,0.1859733905991213,0.34669361302573554,0.2943939559652498,0.2778253711056053,0.31657761512972327,4.1719776281566325,0.1928675678779845,0.2675324675324675
S3,ADV$ band,$25-150M,938,0.26120749935902343,0.23181165262570488,0.23797348393423196,0.285825985724212,0.2536740283656704,0.26474988383865655,4.456629546447195,0.14929343502624998,0.40606060606060607
S3,ADV$ band,<$25M,484,0.09612206440910633,0.1199407569861681,-0.14614513323990413,0.1977081253273175,0.18470885409900228,0.06290201827539538,1.4171204412245484,0.17342228387381667,0.20952380952380953
S3,ADV$ band,>=$150M,888,0.1969681354260277,0.10233812968458827,0.2171125178208923,0.09878782531853565,0.2651449642274041,0.16670427483614852,2.473309812107195,0.17661005793279516,0.38441558441558443
S4,gap at the open,flat,822,0.21866002449543925,0.1603337576764936,0.1775302847067889,0.20246829598838503,0.28623332037284266,0.19144620567791845,3.1604900144815566,0.16555242124260677,0.35584415584415585
S4,gap at the open,gap<=-2%,599,0.2136376992449338,0.14374902449303034,0.2882431788355496,0.1715800357051561,0.16334587723740876,0.23611109796810326,1.7499896409652242,0.2116868692113038,0.2593073593073593
S4,gap at the open,gap>=+2%,889,0.17855556338370937,0.16700438832702824,0.03998312569291625,0.2251787743407794,0.26443063939415223,0.1382439574548403,3.1305866282850996,0.14545670608627068,0.38484848484848483
S5,rv_profile,rv<5,1531,0.21014435760030173,0.1410060481123821,0.21243677975390404,0.20994942432522007,0.2076579222622703,0.21120236593315123,3.119446402744739,0.13205983242426766,0.6627705627705628
S5,rv_profile,rv>=5,779,0.18576688876126082,0.1931792760514428,0.036428318365044635,0.19442927597234552,0.314389846818521,0.12569439610928243,3.600099884858037,0.13101321393610185,0.3372294372294372
S6,sibling moved (causal),alone,2241,0.1913640985495717,0.15604692258216205,0.1502172080476431,0.1868654251573331,0.2416552670364055,0.1692243489265119,3.9496855204681,0.0987030287942854,0.9701298701298702
S6,sibling moved (causal),sibling,69,0.5448764200216502,0.24153278547109905,0.4708935026740303,0.7473626098106994,0.3667247282456492,0.6175913962567526,2.08672586854638,0.6980565382267977,0.02987012987012987
S7,listing age,new (<60 sessions),1038,0.21547647719556962,0.15933114130008807,0.22902831584167851,0.08608022592890392,0.3854871556659395,0.18334387473553404,2.5053981254145934,0.15353305359858166,0.44935064935064933
S7,listing age,old,1272,0.1908638636022664,0.15800408100207508,-0.07134595629645864,0.26392679227957,0.20233883666661245,0.1823987195384046,3.7625397596069545,0.12652304641016202,0.5506493506493506
S8,entry-minute band,09:37-10:30,1653,0.21955333255832382,0.16848599129996514,0.1348507231258438,0.19969132353746563,0.32780991349946514,0.1691679557905054,4.679087250699568,0.10818093207020342,0.7155844155844155
S8,entry-minute band,10:30-11:30,326,0.28543870502303087,0.24518674719485034,0.36468726303926674,0.2933789770939713,0.1714568978058481,0.33025206512551303,1.6786826104889183,0.34044894289017574,0.14112554112554113
S8,entry-minute band,11:30-13:00,234,0.002718123354312212,0.007160682604590576,0.008713941567909996,0.1246494561121008,-0.1726196012738192,0.06872761968490289,0.02199246261468108,0.3080141385952913,0.1012987012987013
S8,entry-minute band,13:00-14:01,97,0.10136804546142003,0.06446487392054819,0.18146850981695903,0.19700369301986762,-0.16492634245758608,0.1889168853252029,0.6407164361595467,0.43265466469206904,0.04199134199134199
S9,dist_open_pct,10-20%,105,0.12890989602256023,0.12015451581586231,-0.02561127181871511,0.1501633525660051,0.18491702339975313,0.0915718111044317,0.9684866028303468,0.362316286605489,0.045454545454545456
S9,dist_open_pct,5-10%,2192,0.21027510995459073,0.16088250227733064,0.17045913410466423,0.21258146697079397,0.2524687448582927,0.19209769543994107,4.106248005170115,0.10170335119825781,0.9489177489177489
S9,dist_open_pct,>=20%,13,-0.6165509439805812,0.08432665781205326,-0.5184964684324034,-0.8441623391852685,-0.5091780348040202,-0.6487628167335495,-2.635815302545406,0.6816996585827434,0.005627705627705628
S10,dollar_frac terciles,T1 low,666,0.3260368837095329,0.24179733554400992,0.09875088605419963,0.49707600403567326,0.32577045551236283,0.3262208138354981,4.533828730324113,0.17588096260546207,0.2883116883116883
S10,dollar_frac terciles,T2,666,0.24457122161766037,0.15034578574275645,0.4777385186088579,0.10117744349528598,0.2240967176651856,0.253421491068085,2.534993901801059,0.20600595974493544,0.2883116883116883
S10,dollar_frac terciles,T3 high,667,0.07663823610724832,0.09666049625661675,0.009785700771064977,0.10123539624070689,0.10553778170514544,0.06390495899715977,1.2116616734715546,0.16816455603712466,0.28874458874458875
