day,symbol,entry_m,rr_X0,why_X0,xm_X0,rr_G3,why_G3,xm_G3
2025-06-23,RITR,596,-1.021379032258066,stop,953,-1.021379032258066,stop,953
2025-06-24,DFDV,577,2.0,target,613,-1.0106068626425357,stop,774
2025-06-24,DOMH,690,-0.09090909090908895,eod,955,-0.09090909090908895,eod,955
2025-06-24,IQST,626,-1.0280729579698624,stop,720,-1.0280729579698624,stop,720
2025-06-24,LIMN,623,1.6549707602339183,eod,955,1.6549707602339183,eod,955
2025-06-24,OCUL,647,-1.0312881355932222,stop,704,-1.0312881355932222,stop,704
2025-06-24,QNTM,577,-0.3397129186602875,eod,955,-0.3397129186602875,eod,955
2025-06-25,ALMU,693,2.0,target,704,2.7862466124661207,eod,956
2025-06-25,BB,577,-1.0164067796610161,stop,641,-1.0164067796610161,stop,641
2025-06-25,BMBL,577,-1.0168888888888885,stop,609,-1.0168888888888885,stop,609
2025-06-25,QS,593,-1.03709090909091,stop,598,-1.03709090909091,stop,598
2025-06-25,RITR,581,-1.0228695652173905,stop,630,-1.0228695652173905,stop,630
2025-06-25,ZYBT,611,-1.0322916666666655,stop,619,-1.0322916666666655,stop,619
2025-06-26,ENVX,589,2.0,target,722,4.691530691530679,eod,955
2025-06-26,MENS,587,0.0,eod,955,0.0,eod,955
2025-06-26,MFI,596,-1.0264720194647208,stop,640,-1.0264720194647208,stop,640
2025-06-26,NEGG,694,2.0,target,821,1.4806201550387568,eod,955
2025-06-26,POET,583,-1.0235217391304363,stop,589,-1.0235217391304363,stop,589
2025-06-26,TGEN,609,-0.3243243243243245,eod,956,-0.3243243243243245,eod,956
2025-06-27,BGSF,582,-1.0099112929623575,stop,785,-1.0099112929623575,stop,785
2025-06-27,FBRX,599,1.1803278688524548,eod,955,1.1803278688524548,eod,955
2025-06-27,GEOS,591,-1.074548387096777,stop,772,-1.074548387096777,stop,772
2025-06-27,NCPL,732,2.0,target,941,2.1212121212121176,eod,956
2025-06-27,SCLX,591,2.0,target,793,2.414634146341459,eod,955
2025-06-27,SKYE,579,-1.0124657320872277,stop,689,-1.0124657320872277,stop,689
2025-06-30,BBAI,584,-1.0316829268292689,stop,589,-1.0316829268292689,stop,589
2025-06-30,DDC,604,0.05109489051094908,eod,955,0.05109489051094908,eod,955
2025-06-30,JOBY,586,-0.6852046169989493,eod,955,-0.6852046169989493,eod,955
2025-06-30,LFVN,690,-1.218231441048033,stop,784,-1.218231441048033,stop,784
2025-06-30,LZMH,586,-1.0195650706338295,stop,590,-1.0195650706338295,stop,590
2025-06-30,RYET,637,2.0,target,640,5.209677419354828,eod,955
2025-06-30,SDM,785,2.0,target,885,7.025526315789493,eod,955
2025-06-30,SOLT,691,0.48882681564245817,eod,955,0.48882681564245817,eod,955
2025-06-30,TGEN,616,-1.0279193609737547,stop,652,-1.0279193609737547,stop,652
2025-07-01,AIRS,587,0.8800000000000026,eod,955,0.8800000000000026,eod,955
2025-07-01,AREN,833,-1.0237203972498101,stop,902,-1.0237203972498101,stop,902
2025-07-01,BGSF,581,2.0,target,651,2.2399999999999984,eod,958
2025-07-01,CLRO,578,-1.0082236421725237,stop,581,-1.0082236421725237,stop,581
2025-07-01,EDHL,581,-1.0304880650076182,stop,762,-1.0304880650076182,stop,762
2025-07-01,PTNM,590,-1.038113387327299,stop,634,-1.038113387327299,stop,634
2025-07-01,SDM,609,2.0,target,613,-1.012438189845475,stop,884
2025-07-02,BGLC,645,-1.0182647058823537,stop,656,-1.0182647058823537,stop,656
2025-07-02,CYN,583,-1.0094873417721513,stop,612,-1.0094873417721513,stop,612
2025-07-02,DAIC,581,2.0,target,607,-1.0059961453351416,stop,724
2025-07-02,HCHL,581,-1.036666666666664,stop,596,-1.036666666666664,stop,596
2025-07-02,IQST,588,-1.0370180180180153,stop,608,-1.0370180180180153,stop,608
2025-07-02,LE,669,-1.0093199999999996,stop,724,-1.0093199999999996,stop,724
2025-07-02,ONEG,582,-1.0975714285714269,stop,627,-1.0975714285714269,stop,627
2025-07-02,SION,615,0.4363636363636376,eod,955,0.4363636363636376,eod,955
2025-07-02,TGEN,585,2.0,target,604,9.403638430926692,eod,955
2025-07-02,TTGT,604,-1.0261111111111128,stop,654,-1.0261111111111128,stop,654
2025-07-07,AMBR,586,-0.4107142857142848,eod,955,-0.4107142857142848,eod,955
2025-07-07,AREN,716,0.45454545454545014,eod,956,0.45454545454545014,eod,956
2025-07-07,BBCP,614,-1.0337368421052622,stop,651,-1.0337368421052622,stop,651
2025-07-07,CNVS,595,-1.0234999999999985,stop,604,-1.0234999999999985,stop,604
2025-07-07,EDHL,610,-1.0287155963302759,stop,734,-1.0287155963302759,stop,734
2025-07-07,NCPL,579,-1.0082221067671124,stop,742,-1.0082221067671124,stop,742
2025-07-07,PTNM,591,-0.23305084745762703,eod,955,-0.23305084745762703,eod,955
2025-07-07,RGC,577,-1.006481519834316,stop,585,-1.006481519834316,stop,585
2025-07-07,SBET,577,-1.0113646073656322,stop,685,-1.0113646073656322,stop,685
2025-07-07,SDM,770,-1.073050000000002,stop,787,-1.073050000000002,stop,787
2025-07-07,TSSI,754,-1.0421176470588225,stop,786,-1.0421176470588225,stop,786
2025-07-08,CC,662,-1.0822424242424225,stop,694,-1.0822424242424225,stop,694
2025-07-08,CNVS,618,-1.0342564102564114,stop,650,-1.0342564102564114,stop,650
2025-07-08,DOGZ,621,-0.6470588235294139,eod,956,-0.6470588235294139,eod,956
2025-07-08,EDHL,596,-1.0181470588235295,stop,737,-1.0181470588235295,stop,737
2025-07-08,NAKA,580,-1.0207815126050435,stop,696,-1.0207815126050435,stop,696
2025-07-08,SDM,585,-1.012684210526316,stop,915,-1.012684210526316,stop,915
2025-07-08,SOFX,578,-1.0181033591731266,stop,654,-1.0181033591731266,stop,654
2025-07-08,SRFM,590,2.0,target,598,5.607142857142871,eod,955
2025-07-09,FMFC,610,2.0,target,867,1.4036173250832962,eod,955
2025-07-09,KZIA,596,-1.0136449412106248,stop,606,-1.0136449412106248,stop,606
2025-07-09,MB,702,2.0,target,713,-1.019468085106383,stop,740
2025-07-09,MNTN,589,-1.0343971631205655,stop,600,-1.0343971631205655,stop,600
2025-07-09,QNTM,599,-1.0353895680521616,stop,680,-1.0353895680521616,stop,680
2025-07-09,RYET,596,-1.0285890410958884,stop,611,-1.0285890410958884,stop,611
2025-07-09,SOBR,589,-1.0093265306122452,stop,591,-1.0093265306122452,stop,591
2025-07-09,SPCB,787,-0.2768179991964627,eod,956,-0.2768179991964627,eod,956
2025-07-10,AMPX,584,-1.0256262042389195,stop,593,-1.0256262042389195,stop,593
2025-07-10,EGG,582,-1.0117346269830865,stop,708,-1.0117346269830865,stop,708
2025-07-10,FCEL,586,-1.027557980900408,stop,587,-1.027557980900408,stop,587
2025-07-10,METC,590,-1.0202304914226745,stop,592,-1.0202304914226745,stop,592
2025-07-10,NEGG,578,2.0,target,638,4.963046013095351,eod,955
2025-07-10,UUUU,577,-1.0253939029282004,stop,603,-1.0253939029282004,stop,603
2025-07-11,DDC,699,-1.3219375000000022,stop,705,-1.3219375000000022,stop,705
2025-07-11,DFDV,578,-1.0212258064516115,stop,591,-1.0212258064516115,stop,591
2025-07-11,DFSC,610,2.0,target,721,0.8083140877598112,eod,955
2025-07-11,MB,720,0.13636363636363766,eod,955,0.13636363636363766,eod,955
2025-07-11,NEXT,612,2.0,target,731,2.7291666666666616,eod,955
2025-07-11,RYET,591,2.0,target,626,8.563064161990726,eod,955
2025-07-11,SBET,608,2.0,target,613,1.0222222222222097,eod,955
2025-07-11,TAOX,595,2.0,target,707,1.9821304246925087,eod,955
2025-07-11,VVOS,581,2.0,target,623,-1.028374999999999,stop,760
2025-07-11,XRPI,684,2.0,target,689,-1.062655172413798,stop,714
2025-07-11,ZEPP,579,2.0,target,621,7.375000000000011,eod,955
2025-07-14,BGL,603,2.0,target,609,8.122277334483513,eod,955
2025-07-14,DFSC,712,-1.1906301369863017,stop,875,-1.1906301369863017,stop,875
2025-07-14,METC,577,-1.0225975609756077,stop,580,-1.0225975609756077,stop,580
2025-07-14,PTNM,599,-1.0230952380952392,stop,712,-1.0230952380952392,stop,712
2025-07-14,SBET,619,-1.028337041156841,stop,626,-1.028337041156841,stop,626
2025-07-14,SQNS,587,-1.0187142857142846,stop,600,-1.0187142857142846,stop,600
2025-07-14,UPXI,581,-1.020551724137931,stop,692,-1.020551724137931,stop,692
2025-07-14,ZENA,590,-1.0267861069465276,stop,595,-1.0267861069465276,stop,595
2025-07-15,AMBR,743,-1.1024680851063893,stop,806,-1.1024680851063893,stop,806
2025-07-15,HYPD,746,0.567416810925176,eod,955,0.567416810925176,eod,955
2025-07-15,PTNM,587,2.0,target,685,16.061224489795848,eod,955
2025-07-15,SBET,603,-1.0345637583892597,stop,628,-1.0345637583892597,stop,628
2025-07-15,SMCL,703,-0.3964999999999975,eod,955,-0.3964999999999975,eod,955
2025-07-15,USAR,593,2.0,target,614,4.9325842696629145,eod,955
2025-07-15,ZEPP,583,2.0,target,605,6.347608695652163,eod,955
2025-07-16,JOBY,607,-1.0285660377358503,stop,697,-1.0285660377358503,stop,697
2025-07-16,NCPL,630,-1.0349112426035476,stop,674,-1.0349112426035476,stop,674
2025-07-16,PTNM,577,-1.0209230769230773,stop,600,-1.0209230769230773,stop,600
2025-07-16,SDM,593,2.0,target,629,11.71,eod,955
2025-07-16,SOLT,741,1.1906474820144037,eod,955,1.1906474820144037,eod,955
2025-07-16,SPRC,597,-0.7792207792207791,eod,957,-0.7792207792207791,eod,957
2025-07-16,UPXI,804,2.0,target,816,6.696969696969698,eod,955
2025-07-16,VVPR,581,2.0,target,622,3.100775193798456,eod,955
2025-07-17,AIRS,582,-1.0289473684210506,stop,589,-1.0289473684210506,stop,589
2025-07-17,BTCS,642,-1.0250545454545466,stop,658,-1.0250545454545466,stop,658
2025-07-17,DPRO,582,-1.0159210526315792,stop,645,-1.0159210526315792,stop,645
2025-07-17,EVTL,588,-0.6160684886401053,eod,955,-0.6160684886401053,eod,955
2025-07-17,IQST,586,-1.0198163265306126,stop,747,-1.0198163265306126,stop,747
2025-07-17,LE,594,-0.3027522935779801,eod,955,-0.3027522935779801,eod,955
2025-07-17,PDYN,577,-1.0237555555555562,stop,581,-1.0237555555555562,stop,581
2025-07-17,PGY,577,0.5454545454545457,eod,955,0.5454545454545457,eod,955
2025-07-17,XRPT,838,2.0,target,928,0.9289130434782568,eod,955
2025-07-17,XXII,586,-1.004964539007092,stop,593,-1.004964539007092,stop,593
2025-07-17,ZEPP,585,-1.0152434417628533,stop,598,-1.0152434417628533,stop,598
2025-07-18,ANPA,606,-1.0029194915254238,stop,620,-1.0029194915254238,stop,620
2025-07-18,BTCS,579,-1.0226764705882363,stop,636,-1.0226764705882363,stop,636
2025-07-18,LZMH,826,2.0,target,851,2.1052631578947385,eod,955
2025-07-18,TGEN,577,2.0,target,897,1.7419354838709675,eod,955
2025-07-18,VVPR,593,-1.0141891891891897,stop,604,-1.0141891891891897,stop,604
2025-07-21,ABCL,579,-1.0236475670759422,stop,674,-1.0236475670759422,stop,674
2025-07-21,ARAI,637,1.2037828947368403,eod,955,1.2037828947368403,eod,955
2025-07-21,AVTX,619,-1.0181435768261973,stop,665,-1.0181435768261973,stop,665
2025-07-21,BZAI,582,-1.0085106382978728,stop,639,-1.0085106382978728,stop,639
2025-07-21,CTNM,577,-1.0173297947629156,stop,590,-1.0173297947629156,stop,590
2025-07-21,CVRX,586,-0.11111111111110891,eod,955,-0.11111111111110891,eod,955
2025-07-21,DPRO,633,-1.0105614035087727,stop,749,-1.0105614035087727,stop,749
2025-07-21,IQST,598,-1.0222612359550576,stop,758,-1.0222612359550576,stop,758
2025-07-21,LE,719,-1.1793548387096706,stop,749,-1.1793548387096706,stop,749
2025-07-21,NVTS,577,2.0,target,585,1.8197381671701913,eod,955
2025-07-21,UPXI,582,2.0,target,652,-1.0136980173685077,stop,825
2025-07-21,XCUR,580,2.0,target,653,-1.0687647058823515,stop,725
2025-07-22,AEHR,577,-1.0290563380281699,stop,578,-1.0290563380281699,stop,578
2025-07-22,AREN,635,2.0,target,653,2.343749999999998,eod,955
2025-07-22,BGL,599,2.0,target,635,5.589057214296221,eod,955
2025-07-22,CLF,577,-1.0216346153846163,stop,635,-1.0216346153846163,stop,635
2025-07-22,CNSP,600,-1.0554109031733097,stop,653,-1.0554109031733097,stop,653
2025-07-22,DQ,577,0.5375354107648731,eod,955,0.5375354107648731,eod,955
2025-07-22,FEIM,582,-1.0279367816091973,stop,592,-1.0279367816091973,stop,592
2025-07-22,FTRE,577,0.2615384615384613,eod,955,0.2615384615384613,eod,955
2025-07-22,STEM,578,-1.0220335570469778,stop,588,-1.0220335570469778,stop,588
2025-07-22,STOK,606,-1.015699421965317,stop,639,-1.015699421965317,stop,639
2025-07-22,VVPR,622,2.0,target,629,2.096470588235285,eod,955
2025-07-23,DUOT,701,-1.040750000000003,stop,801,-1.040750000000003,stop,801
2025-07-23,FWRD,800,0.7344827586206867,eod,955,0.7344827586206867,eod,955
2025-07-23,LIMN,601,-1.024222222222223,stop,610,-1.024222222222223,stop,610
2025-07-23,LX,580,-0.2732558139534874,eod,955,-0.2732558139534874,eod,955
2025-07-23,MENS,586,0.22388059701492594,eod,959,0.22388059701492594,eod,959
2025-07-23,MSGY,583,-1.0412500000000018,stop,584,-1.0412500000000018,stop,584
2025-07-23,OKLL,577,2.0,target,670,0.38775639402380413,eod,955
2025-07-23,RRGB,580,-1.0889344262295075,stop,602,-1.0889344262295075,stop,602
2025-07-23,TGEN,629,2.0,target,677,2.983293556085926,eod,955
2025-07-24,AMDL,703,-1.0581914893617006,stop,732,-1.0581914893617006,stop,732
2025-07-24,LIMN,650,-1.0254838709677427,stop,887,-1.0254838709677427,stop,887
2025-07-24,RNAZ,648,-1.0176923076923075,stop,759,-1.0176923076923075,stop,759
2025-07-25,COUR,582,0.17728531855955706,eod,955,0.17728531855955706,eod,955
2025-07-25,LIMN,606,0.0,eod,955,0.0,eod,955
2025-07-25,MCRB,696,2.0,target,716,-1.060791666666667,stop,851
2025-07-25,SCLX,721,2.0,target,952,2.4015789473683986,eod,955
2025-07-25,TSSI,638,-0.13475177304964847,eod,955,-0.13475177304964847,eod,955
2025-07-28,ARAI,586,-1.0279866666666682,stop,686,-1.0279866666666682,stop,686
2025-07-28,EKSO,600,-1.025919291338584,stop,637,-1.025919291338584,stop,637
2025-07-28,GEOS,578,0.4312500000000004,eod,955,0.4312500000000004,eod,955
2025-07-28,HYPD,582,2.0,target,615,1.9130434782608638,eod,955
2025-07-28,LHAI,600,2.0,target,619,2.1860465116279113,eod,955
2025-07-28,LYEL,578,-1.0172337662337667,stop,633,-1.0172337662337667,stop,633
2025-07-28,MIND,587,-1.033572356549981,stop,707,-1.033572356549981,stop,707
2025-07-28,SDM,593,2.0,target,626,8.096790890269151,eod,957
2025-07-28,STEM,577,2.0,target,606,2.493902439024387,eod,955
2025-07-29,AIRS,612,-1.0421290322580627,stop,630,-1.0421290322580627,stop,630
2025-07-29,FLYE,634,-1.0400283889283153,stop,873,-1.0400283889283153,stop,873
2025-07-29,LHAI,579,-1.0094472798349432,stop,618,-1.0094472798349432,stop,618
2025-07-29,SCLX,810,-1.0362742881982219,stop,823,-1.0362742881982219,stop,823
2025-07-29,TAOX,654,-1.0274693877551027,stop,701,-1.0274693877551027,stop,701
2025-07-29,VWAV,582,-1.0110132158590304,stop,615,-1.0110132158590304,stop,615
2025-07-30,AMBR,728,-0.0606060606060593,eod,955,-0.0606060606060593,eod,955
2025-07-30,BGLC,581,-1.0054022970665837,stop,598,-1.0054022970665837,stop,598
2025-07-30,DPRO,654,-1.0369285714285692,stop,690,-1.0369285714285692,stop,690
2025-07-31,AIRS,632,-1.0343105320304,stop,659,-1.0343105320304,stop,659
2025-07-31,APLS,577,0.256756756756756,eod,955,0.256756756756756,eod,955
2025-07-31,CTOS,581,-1.0204333333333324,stop,681,-1.0204333333333324,stop,681
2025-07-31,ESI,588,-1.0623157894736812,stop,601,-1.0623157894736812,stop,601
2025-07-31,HYPD,587,-1.041553398058259,stop,647,-1.041553398058259,stop,647
2025-07-31,LHAI,596,-1.0080666666666669,stop,637,-1.0080666666666669,stop,637
2025-07-31,MCRB,692,-1.053035714285711,stop,809,-1.053035714285711,stop,809
2025-07-31,MENS,577,-1.0228666666666686,stop,603,-1.0228666666666686,stop,603
2025-07-31,SCLX,614,-0.4704554008280018,eod,955,-0.4704554008280018,eod,955
2025-07-31,SUPX,775,-1.0281841004184122,stop,816,-1.0281841004184122,stop,816
2025-07-31,TGEN,587,0.8181818181818218,eod,955,0.8181818181818218,eod,955
2025-08-01,AIRS,580,0.7647058823529435,eod,955,0.7647058823529435,eod,955
2025-08-01,AREN,736,-0.07142857142857006,eod,955,-0.07142857142857006,eod,955
2025-08-01,FDMT,580,-1.013461538461539,stop,589,-1.013461538461539,stop,589
2025-08-01,SCLX,619,-0.18922071861875733,eod,955,-0.18922071861875733,eod,955
2025-08-01,TGEN,616,-1.0267095982827374,stop,681,-1.0267095982827374,stop,681
2025-08-01,TSSI,617,-1.0402434730538914,stop,808,-1.0402434730538914,stop,808
2025-08-01,UVIX,591,-1.0376516091508363,stop,626,-1.0376516091508363,stop,626
2025-08-04,AEO,599,1.3384415890604724,eod,955,1.3384415890604724,eod,955
2025-08-04,AIRS,593,-1.027909090909092,stop,606,-1.027909090909092,stop,606
2025-08-04,AMPX,603,2.0,target,823,1.800900450225106,eod,955
2025-08-04,FTRE,577,-1.0105833333333338,stop,932,-1.0105833333333338,stop,932
2025-08-04,JEM,734,-1.0351111111111093,stop,735,-1.0351111111111093,stop,735
2025-08-04,PBM,577,-1.003653846153846,stop,610,-1.003653846153846,stop,610
2025-08-04,TGEN,580,-1.016123642007244,stop,670,-1.016123642007244,stop,670
2025-08-04,VSAT,743,-1.057941176470589,stop,849,-1.057941176470589,stop,849
2025-08-05,ARDX,577,-1.0122518990443516,stop,597,-1.0122518990443516,stop,597
2025-08-05,CSTL,593,-1.0316492537313406,stop,622,-1.0316492537313406,stop,622
2025-08-05,DOGZ,596,-1.0686477174849212,stop,654,-1.0686477174849212,stop,654
2025-08-05,DOMH,667,-1.0370239774330057,stop,671,-1.0370239774330057,stop,671
2025-08-05,FLGT,639,0.498546186535458,eod,955,0.498546186535458,eod,955
2025-08-05,OCC,595,-1.0712329851218765,stop,632,-1.0712329851218765,stop,632
2025-08-05,YALA,596,-1.0349739895958363,stop,684,-1.0349739895958363,stop,684
2025-08-06,DV,578,-1.0225774647887333,stop,617,-1.0225774647887333,stop,617
2025-08-06,JELD,629,-1.0323033707865163,stop,673,-1.0323033707865163,stop,673
2025-08-06,MYGN,761,1.2413793103448216,eod,955,1.2413793103448216,eod,955
2025-08-06,NVAX,578,-0.6026330428333029,eod,955,-0.6026330428333029,eod,955
2025-08-06,PRTA,627,-0.006777284412244598,eod,955,-0.006777284412244598,eod,955
2025-08-06,RIGL,613,-1.015953497966641,stop,630,-1.015953497966641,stop,630
2025-08-06,SDM,712,-1.0357692307692294,stop,721,-1.0357692307692294,stop,721
2025-08-06,SEAT,579,-1.0244169941340637,stop,603,-1.0244169941340637,stop,603
2025-08-06,SSRM,577,0.8347771302567351,eod,955,0.8347771302567351,eod,955
2025-08-06,TAOX,838,-0.29708853238264993,eod,955,-0.29708853238264993,eod,955
2025-08-06,WWW,578,0.8864864864864861,eod,955,0.8864864864864861,eod,955
2025-08-06,ZETA,577,-0.16666666666666527,eod,955,-0.16666666666666527,eod,955
2025-08-07,ASPN,577,-1.0099550561797757,stop,625,-1.0099550561797757,stop,625
2025-08-07,CRE,739,1.0333333333333325,eod,955,1.0333333333333325,eod,955
2025-08-07,CWVX,616,-1.0311896551724151,stop,814,-1.0311896551724151,stop,814
2025-08-07,DOMH,679,-0.511627906976746,eod,955,-0.511627906976746,eod,955
2025-08-07,EFXT,581,-1.0352352941176435,stop,590,-1.0352352941176435,stop,590
2025-08-07,ELAN,577,-0.10382513661202071,eod,955,-0.10382513661202071,eod,955
2025-08-07,EMPG,651,2.0,target,887,2.277777777777782,eod,955
2025-08-07,HL,579,-1.0276470588235311,stop,584,-1.0276470588235311,stop,584
2025-08-07,JMIA,578,-0.22596010717475626,eod,955,-0.22596010717475626,eod,955
2025-08-07,LILAK,581,-1.0424736842105264,stop,694,-1.0424736842105264,stop,694
2025-08-07,MCRB,577,-0.3819742489270386,eod,955,-0.3819742489270386,eod,955
2025-08-07,MSGY,622,0.11825192802056586,eod,957,0.11825192802056586,eod,957
2025-08-07,PHAT,578,-1.0136614313231593,stop,943,-1.0136614313231593,stop,943
2025-08-07,RUN,588,-1.0232079207920801,stop,702,-1.0232079207920801,stop,702
2025-08-07,SKYT,604,0.7693817468105995,eod,955,0.7693817468105995,eod,955
2025-08-08,CYD,587,0.37815126050420067,eod,955,0.37815126050420067,eod,955
2025-08-08,GRRR,609,0.5016233766233836,eod,955,0.5016233766233836,eod,955
2025-08-08,HYPD,577,2.0,target,593,10.732323232323273,eod,955
2025-08-08,MSGY,766,-1.0190677966101702,stop,775,-1.0190677966101702,stop,775
2025-08-08,NAKA,617,2.0,target,682,8.742911153119099,eod,955
2025-08-08,OPRX,578,-1.0177218045112777,stop,600,-1.0177218045112777,stop,600
2025-08-08,TGEN,591,2.0,target,736,2.1626543209876536,eod,955
2025-08-08,TRIP,577,-1.0135389802257744,stop,582,-1.0135389802257744,stop,582
2025-08-08,VREX,577,0.19718309859154987,eod,955,0.19718309859154987,eod,955
2025-08-11,ACB,578,-1.0223458507185887,stop,641,-1.0223458507185887,stop,641
2025-08-11,CWVX,585,0.4903846153846173,eod,955,0.4903846153846173,eod,955
2025-08-11,DXYZ,582,-1.0222500000000014,stop,744,-1.0222500000000014,stop,744
2025-08-11,HYPD,577,-0.7479744136460554,eod,955,-0.7479744136460554,eod,955
2025-08-11,MSOX,577,-1.0140600000000006,stop,617,-1.0140600000000006,stop,617
2025-08-11,SDM,739,-1.0197407407407402,stop,748,-1.0197407407407402,stop,748
2025-08-11,STEM,599,2.0,target,608,0.5425531914893647,eod,955
2025-08-12,ARCT,577,1.4144144144144153,eod,955,1.4144144144144153,eod,955
2025-08-12,GDOT,614,2.0,target,895,1.487804878048783,eod,955
2025-08-12,GEOS,689,-1.087241379310344,stop,884,-1.087241379310344,stop,884
2025-08-12,ICHR,594,1.8244897959183648,eod,955,1.8244897959183648,eod,955
2025-08-12,KRRO,617,0.14062499999999992,eod,955,0.14062499999999992,eod,955
2025-08-12,SDM,580,2.0,target,718,2.488789237668157,eod,958
2025-08-12,TAOX,613,0.6491228070175422,eod,955,0.6491228070175422,eod,955
2025-08-12,TME,578,-1.0179416058394162,stop,608,-1.0179416058394162,stop,608
2025-08-12,VRCA,615,-1.031193284936479,stop,626,-1.031193284936479,stop,626
2025-08-12,VVPR,699,-1.0242592592592585,stop,729,-1.0242592592592585,stop,729
2025-08-13,DOMH,578,-1.0278400000000012,stop,604,-1.0278400000000012,stop,604
2025-08-13,HYPD,596,-1.031789627770807,stop,602,-1.031789627770807,stop,602
2025-08-13,JEM,600,-1.0186666666666675,stop,614,-1.0186666666666675,stop,614
2025-08-13,NAKA,578,0.8492462311557802,eod,955,0.8492462311557802,eod,955
2025-08-13,NPCE,631,-1.0277878787878765,stop,920,-1.0277878787878765,stop,920
2025-08-13,SCLX,579,-1.0238095238095233,stop,587,-1.0238095238095233,stop,587
2025-08-13,TGEN,584,-1.0227889095031943,stop,587,-1.0227889095031943,stop,587
2025-08-13,UPXI,591,-1.0221666666666664,stop,613,-1.0221666666666664,stop,613
2025-08-13,WBTN,596,2.0,target,699,1.3490566037735856,eod,955
2025-08-14,DLO,577,1.2439024390243894,eod,955,1.2439024390243894,eod,955
2025-08-14,DOGZ,590,2.0,target,607,6.50943396226416,eod,955
2025-08-14,EQX,577,1.0412844036697222,eod,955,1.0412844036697222,eod,955
2025-08-14,MIMI,598,2.0,target,704,4.095563139931743,eod,957
2025-08-14,SMST,687,-1.0611068397403909,stop,723,-1.0611068397403909,stop,723
2025-08-14,VVPR,582,-1.033235294117648,stop,697,-1.033235294117648,stop,697
2025-08-14,WULF,622,2.0,target,872,3.265624999999997,eod,955
2025-08-14,XNET,581,2.0,target,626,0.35802469135802384,eod,955
2025-08-15,BHC,580,-1.036339754816113,stop,591,-1.036339754816113,stop,591
2025-08-15,CNVS,601,-1.0277837837837833,stop,682,-1.0277837837837833,stop,682
2025-08-15,DFDV,767,-1.0393347280334746,stop,855,-1.0393347280334746,stop,855
2025-08-15,EVLV,578,-1.0167569737106161,stop,586,-1.0167569737106161,stop,586
2025-08-15,HSAI,591,-1.023348416289593,stop,688,-1.023348416289593,stop,688
2025-08-15,IPWR,811,0.14420247204238146,eod,957,0.14420247204238146,eod,957
2025-08-15,KURA,584,-1.0290800000000004,stop,929,-1.0290800000000004,stop,929
2025-08-15,PPSI,577,-1.0110574712643678,stop,579,-1.0110574712643678,stop,579
2025-08-15,XNET,579,2.0,target,592,0.630720673329823,eod,955
2025-08-18,APLD,633,0.6346153846153887,eod,955,0.6346153846153887,eod,955
2025-08-18,ARRY,791,0.03174603174603112,eod,955,0.03174603174603112,eod,955
2025-08-18,DOMH,633,-1.096267772511845,stop,667,-1.096267772511845,stop,667
2025-08-18,MCRB,707,0.17562380038387612,eod,955,0.17562380038387612,eod,955
2025-08-18,MIND,577,0.30158730158730407,eod,955,0.30158730158730407,eod,955
2025-08-18,SCLX,704,-1.2569400000000002,stop,759,-1.2569400000000002,stop,759
2025-08-18,TGEN,578,-1.0198852313167264,stop,594,-1.0198852313167264,stop,594
2025-08-18,VVPR,577,-1.0138636363636364,stop,621,-1.0138636363636364,stop,621
2025-08-18,XNET,685,2.0,target,954,2.3478260869565304,eod,955
2025-08-19,CVRX,599,-1.0262545454545462,stop,717,-1.0262545454545462,stop,717
2025-08-19,EMPG,822,-0.23333333333333145,eod,958,-0.23333333333333145,eod,958
2025-08-19,INSG,579,-1.0190000000000012,stop,595,-1.0190000000000012,stop,595
2025-08-19,INTC,588,-1.0368687580946916,stop,627,-1.0368687580946916,stop,627
2025-08-19,SDM,595,-1.0199999999999998,stop,597,-1.0199999999999998,stop,597
2025-08-19,SSYS,686,0.45948152684221105,eod,955,0.45948152684221105,eod,955
2025-08-20,AIRS,633,-1.0219655172413808,stop,647,-1.0219655172413808,stop,647
2025-08-20,DOGZ,579,0.46666666666666734,eod,955,0.46666666666666734,eod,955
2025-08-20,NESR,599,0.0,eod,955,0.0,eod,955
2025-08-20,PLTZ,606,-1.028745493107107,stop,696,-1.028745493107107,stop,696
2025-08-20,SDM,742,2.0,target,768,-1.0380740740740733,stop,864
2025-08-20,STEM,705,-1.0297352941176463,stop,710,-1.0297352941176463,stop,710
2025-08-20,TSSI,695,-1.0760332480818402,stop,711,-1.0760332480818402,stop,711
2025-08-22,ACMR,577,0.2063655845702055,eod,955,0.2063655845702055,eod,955
2025-08-22,AREN,617,-1.0227586206896542,stop,921,-1.0227586206896542,stop,921
2025-08-22,DFDV,613,1.9076086956521694,eod,955,1.9076086956521694,eod,955
2025-08-22,DOMH,614,1.4545454545454475,eod,955,1.4545454545454475,eod,955
2025-08-22,EMPG,596,-1.030183673469387,stop,623,-1.030183673469387,stop,623
2025-08-22,LAW,613,0.031249999999999306,eod,955,0.031249999999999306,eod,955
2025-08-22,ONEG,579,-1.262738181818182,stop,835,-1.262738181818182,stop,835
2025-08-22,SDM,588,1.2444444444444431,eod,955,1.2444444444444431,eod,955
2025-08-22,SPAI,704,2.0,target,789,1.4374999999999958,eod,955
2025-08-25,BGL,668,-1.2717882352941194,stop,738,-1.2717882352941194,stop,738
2025-08-25,EPSM,592,-1.0241921598770178,stop,873,-1.0241921598770178,stop,873
