day,symbol,entry_m,break_m,level,open_px,next_open,dist_open_pct,rv_profile,adv20,cumv,cum_dollar,bar_vol,n_break,n_prior,fill_capped,stop_n,r_pct_n,rr_n,why_n,exit_m_n,hod_age_bars,rng_sig,rng_day,consol_bars,touch_n,split,wk,spread_mean,ask_dec,bid_dec,adv_dollar,med_rng,day_range_pct,spy_r5_pct,rng_after,dollar_frac,price,r_pct,rr,why,exit_m,stop,imputed,sp_pct,sp_band,net,netb,notional,obtainable,prev_close_p,adv20_p,advd_p,gap_pct_p,age_p,open_p,in_ORB,in_BF,in_UNION,half
2025-01-10,RGTI,631,630,10.43,9.88,10.375,5.566801619433193,1.8248328238846403,177102180.6,60758192.0,578466926.922,600532.0,0,0,1,9.92,4.3855421686747,-1.0218021978021965,stop,660,1,20.748987854251016,23.38056680161944,3,1,TRAIN,2025-01-04/2025-01-10,,,,,,23.392405063291143,-0.1194783914794883,2.631578947368425,,10.375,4.3855421686747,-1.0218021978021965,stop,660,9.92,True,0.43103448275862344,0.5466498556040063,-1.113944699696854,-1.1386598678274347,2280.2197802197798,True,10.04,177102180.6,1581522472.758,-1.6434262948207088,5.0,9.875,False,False,False,H1
2025-01-10,RNA,606,605,30.74,29.14,30.79,5.490734385724094,6.367977334632995,1027654.8,634776.0,19119468.02033333,6130.0,0,0,1,29.88,2.9555050341019817,-1.0328351648351632,stop,666,10,6.280027453671935,7.89293067947837,31,4,TRAIN,2025-01-04/2025-01-10,,,,,,7.8821110349554395,-0.1194783914794883,1.612903225806435,,30.79,2.9555050341019817,-1.0328351648351632,stop,666,29.88,True,0.316709135219742,0.6531373028934575,-1.1332967816629365,-1.2400133676794924,3383.516483516483,True,31.42,1027654.8,30274710.408000004,-7.129217059197969,3.0,29.18,False,False,False,H1
2025-01-10,SERV,585,584,17.9,17.035,17.8935,5.077781039037266,3.4606181105935887,17990211.0,1245145.0,21625552.33526666,153752.0,0,0,1,17.0,4.993433369659371,-1.019026301063234,stop,588,13,6.4572938068682,13.878485471088936,0,2,TRAIN,2025-01-04/2025-01-10,,,,,,15.262694452597604,-0.1194783914794883,7.4211916642207365,,17.8935,4.993433369659371,-1.019026301063234,stop,588,17.0,True,0.6011904761904775,0.8951910312937308,-1.1318977523682947,-1.187095348892568,2002.6301063234482,True,16.8,17990211.0,337046603.085,1.3988095238095204,5.0,17.035,False,False,False,H1
2025-01-10,SMCI,637,636,34.07,32.35,34.0216,5.316846986089652,1.635046636346686,34910612.0,10731130.0,353409453.1917335,155782.0,0,0,1,33.36,1.9446469301855287,-1.0504232164449847,stop,643,1,7.310664605873267,7.310664605873267,24,1,TRAIN,2025-01-04/2025-01-10,0.0167262306136209,34.03,34.01,,,7.321981424148613,-0.1194783914794883,0.0,,34.0216,1.9446469301855287,-1.0504232164449847,stop,643,33.36,False,0.04916356260029187,0.04916356260029187,-1.074124608827496,-1.074124608827496,5142.321644498186,True,32.61,34910612.0,1138085951.2,-0.9506286415210128,4.0,32.3,False,False,False,H1
2025-01-10,SMCX,631,630,45.6694,43.08,45.65,6.010677808727949,2.159355520443534,1364360.0,553874.0,24249561.706566676,9236.0,0,0,1,44.35,2.8477546549835644,-1.034115384615386,stop,661,35,10.468895078922946,14.79851439182917,18,3,TRAIN,2025-01-04/2025-01-10,0.1394015861571737,45.7,45.65,,,14.79851439182917,-0.1194783914794883,4.329619312906225,,45.65,2.8477546549835644,-1.034115384615386,stop,661,44.35,False,0.30537039683937284,0.30537039683937284,-1.1346453746325789,-1.1346453746325789,3511.538461538469,True,43.62,1364360.0,59349660.0,-1.237964236588719,5.0,43.08,False,False,False,H1
2025-01-10,SMST,610,609,5.89,5.6,5.88,5.178571428571432,1.9017418434350124,28990834.2,5347909.0,30328786.4378,372078.0,0,0,1,5.7385,2.406462585034009,-1.040554770318019,stop,624,1,8.642857142857144,11.250000000000014,7,2,TRAIN,2025-01-04/2025-01-10,,,,,,11.250000000000014,-0.1194783914794883,2.60714285714287,,5.88,2.406462585034009,-1.040554770318019,stop,624,5.7385,True,0.3445844843462233,0.4993161693097635,-1.1747966056507793,-1.235076352178095,4155.477031802127,True,5.52,28990834.2,163508304.88799998,1.449275362318842,5.0,5.6,False,False,False,H1
2025-01-10,SNAP,625,624,12.75,11.99,12.76,6.338615512927448,3.426029791740524,24276421.2,8067659.0,98987127.4086,303486.0,0,0,1,12.29,3.683385579937309,-0.0212765957446803,eod,900,1,7.631359466221845,11.68056713928273,5,1,TRAIN,2025-01-04/2025-01-10,,,,,,11.68056713928273,-0.1194783914794883,4.049207673060884,,12.76,3.683385579937309,-0.0212765957446803,eod,900,12.29,True,0.43103448275862344,0.5466498556040063,-0.10389361702127646,-0.12605378772765943,2714.893617021273,True,12.04,24276421.2,302726972.364,-0.41528239202656925,4.0,11.99,False,False,False,H1
2025-01-10,TKNO,582,581,8.24,7.8,8.12,5.641025641025643,18.324164025368702,196052.6,71850.0,573519.6302333333,1227.0,0,0,1,7.87,3.078817733990137,-1.1114000000000035,stop,608,10,6.410256410256412,9.102564102564092,2,2,TRAIN,2025-01-04/2025-01-10,,,,,,9.102564102564092,-0.1194783914794883,2.692307692307679,,8.12,3.078817733990137,-1.1114000000000035,stop,608,7.87,True,0.3445844843462233,0.7078311146091413,-1.2163259754834288,-1.3269345743984877,3248.0000000000114,True,8.4,196052.6,1580183.9560000002,-7.1428571428571495,5.0,7.8,False,False,False,H1
2025-01-10,UVXY,607,606,23.4498,22.26,23.42,5.3450134770889335,2.2617271114877213,16586498.8,3638871.0,82716748.66876668,184295.0,0,0,1,23.065,1.5157984628522647,-1.0649718309859126,stop,623,3,5.929469901168016,8.849505840071874,18,2,TRAIN,2025-01-04/2025-01-10,0.0129757343550447,23.44,23.42,,,8.849505840071874,-0.1194783914794883,2.920035938903858,,23.42,1.5157984628522647,-1.0649718309859126,stop,623,23.065,False,0.055404501942974804,0.055404501942974804,-1.0992387350925445,-1.0992387350925445,6597.183098591541,True,21.03,16586498.8,383148122.28000003,5.8487874465049945,5.0,22.26,True,False,True,H1
2025-01-10,VFC,625,624,22.3,21.22,22.305,5.089538171536301,1.6727742499822578,4166965.0,676128.0,14665581.218133328,14849.0,0,0,1,22.065,1.0759919300605176,2.0,target,702,1,6.173421300659749,9.401508011310074,43,3,TRAIN,2025-01-04/2025-01-10,0.0112878787878777,22.31,22.3,,,9.401508011310074,-0.1194783914794883,3.2280867106503255,,22.305,1.0759919300605176,2.0,target,702,22.065,False,0.050606943680240754,0.050606943680240754,1.976483585858588,1.976483585858588,9293.75000000006,True,,,,,,,False,False,False,H1
2025-01-13,ALGS,595,594,33.9999,32.08,34.02,5.984725685785541,2.904795109536356,490730.1666666667,72699.0,2368001.7087666667,6040.0,0,0,1,32.5,4.467960023515588,0.0855263157894705,eod,900,21,10.115336658354106,12.468827930174564,4,5,TRAIN,2025-01-11/2025-01-17,,,,,,12.468827930174564,0.1181027146256452,2.3534912718204577,,34.02,4.467960023515588,0.0855263157894705,eod,900,32.5,True,0.38325311813031515,0.6719779568114412,0.02496697775244375,-0.020655573710871483,2238.1578947368375,True,33.71,490730.1666666667,16851673.923333336,-4.835360427172953,6.0,32.08,False,False,False,H1
2025-01-13,ALLT,658,657,7.95,7.5,7.98,6.000000000000005,2.797897926897415,1204232.3333333333,633432.0,4804035.438999999,5841.0,0,0,1,7.76,2.7568922305764487,-1.1260909090909073,stop,681,1,10.400000000000004,12.666666666666668,24,1,TRAIN,2025-01-11/2025-01-17,,,,,,12.666666666666668,0.1181027146256452,2.266666666666664,,7.98,2.7568922305764487,-1.1260909090909073,stop,681,7.76,True,0.3445844843462233,0.4993161693097635,-1.2432692124325062,-1.295886776893119,3627.2727272727166,True,7.48,1204232.3333333333,9477308.463333333,0.2673796791443793,6.0,7.5,False,False,False,H1
2025-01-13,ATEC,591,590,10.97,10.4,11.005,5.4807692307692335,6.305349282468674,1494883.8333333333,480714.0,5080322.245533333,95567.0,0,0,1,10.615,3.54384370740573,-0.1410256410256446,eod,900,2,10.192307692307695,13.749999999999996,7,2,TRAIN,2025-01-11/2025-01-17,,,,,,13.747356277638914,0.1181027146256452,3.5576923076923013,,11.005,3.54384370740573,-0.1410256410256446,eod,900,10.615,True,0.3445844843462233,0.954044911322372,-0.20967332022211918,-0.33108924512478555,2821.7948717948675,True,9.97,1494883.8333333333,16264336.106666667,4.332998996990959,4.0,10.402,False,False,False,H1
2025-01-13,ATOM,582,581,11.15,10.42,11.0407,7.005758157389641,2.891801753408336,1493947.5,86404.0,904453.8395,2786.0,0,0,1,10.3536,6.223337288396562,-0.6996070440983836,eod,900,1,9.599808061420338,15.451055662188097,2,1,TRAIN,2025-01-11/2025-01-17,,,,,,15.451055662188097,0.1181027146256452,5.851247600767758,,11.0407,6.223337288396562,-0.6996070440983836,eod,900,10.3536,True,0.6011904761904775,0.8951910312937308,-0.7678084698803106,-0.801161055845706,1606.8548973948498,True,10.97,1493947.5,15761146.125000002,-5.013673655423889,6.0,10.42,False,False,False,H1
2025-01-13,AVGX,584,583,30.58,28.95,30.755,5.630397236614848,4.880227285567722,834838.1666666666,81484.0,2442222.0494333333,3613.0,0,0,1,29.94,2.649975613721339,-0.5214723926380391,eod,955,9,6.183074265975817,8.566493955094993,12,2,TRAIN,2025-01-11/2025-01-17,0.0844099913867354,30.75,30.66,,,8.566493955094993,0.1181027146256452,2.383419689119176,,30.755,2.649975613721339,-0.5214723926380391,eod,955,29.94,False,0.2744594094837763,0.2744594094837763,-0.5945931949926837,-0.5945931949926837,3773.619631901851,True,30.11,834838.1666666666,25379080.266666666,-3.8525406841580874,6.0,28.95,False,False,False,H1
2025-01-13,BBIO,640,639,30.5,28.98,30.59,5.244996549344383,4.837266608674263,1530949.6666666667,1392255.0,41254598.26706665,62320.0,0,0,1,29.95,2.0921869892121627,2.0,target,689,17,9.454796411318146,21.221532091097306,34,4,TRAIN,2025-01-11/2025-01-17,0.0812589928057552,30.65,30.51,,,21.221532091097302,0.1181027146256452,11.76673567977916,,30.59,2.0921869892121627,2.0,target,689,29.95,False,0.26563907422607125,0.26563907422607125,1.9365164118705038,1.9365164118705038,4779.687499999995,True,28.2,1530949.6666666667,51638932.25666667,2.765957446808515,1.0,28.98,False,False,False,H1
2025-01-13,BITU,623,622,48.39,46.06,48.2698,5.058619192357794,3.117952867391781,2425752.333333333,733648.0,34061411.69653333,8447.0,0,0,1,47.63,1.3254664407144714,-1.0744451391059684,stop,628,1,8.640903169778557,8.771168041684772,33,4,TRAIN,2025-01-11/2025-01-17,0.0366004415011034,48.29,48.26,,,10.088956389672392,0.1181027146256452,0.13026487190621516,,48.2698,1.3254664407144714,-1.0744451391059684,stop,628,47.63,False,0.07582472167090687,0.07582472167090687,-1.1280758266759665,-1.1280758266759665,7544.513910597133,True,50.22,2425752.333333333,119128697.08999999,-8.223815213062515,5.0,46.09,False,False,False,H1
2025-01-13,BITX,621,620,50.462,48.03,50.4,5.063501977930462,2.695945047489776,8637653.5,2258804.0,109243264.90276667,19067.0,0,0,1,49.6556,1.4769841269841246,-1.0667055346587877,stop,629,1,8.515511138871545,9.075994170310226,32,2,TRAIN,2025-01-11/2025-01-17,0.0599616122840697,50.44,50.4,,,10.451800957734756,0.1181027146256452,0.5604830314386806,,50.4,1.4769841269841246,-1.0667055346587877,stop,629,49.6556,False,0.11897145294458274,0.11897145294458274,-1.1422214018220271,-1.1422214018220271,6770.553465878571,True,52.62,8637653.5,442334235.735,-8.722919042189275,5.0,48.03,False,False,False,H1
2025-01-13,BNED,598,597,10.625,10.1,10.67,5.198019801980203,1.9284905663758165,727705.1666666666,71572.0,745706.8742666666,2929.0,0,0,1,10.3572,2.931583880037482,2.0,target,779,1,5.73168316831684,20.69405940594059,25,2,TRAIN,2025-01-11/2025-01-17,,,,,,20.69405940594059,0.1181027146256452,14.962376237623749,,10.67,2.931583880037482,2.0,target,779,10.3572,True,0.3445844843462233,0.954044911322372,1.9412289570336603,1.837281662343195,3411.1253196931025,True,9.82,727705.1666666666,8317670.055,2.851323828920564,4.0,10.1,False,False,False,H1
2025-01-13,CLF,589,588,10.3,9.8,10.22,5.102040816326525,2.4301595622733867,16516030.0,2046966.0,20550760.955533333,180942.0,0,0,1,9.9,3.1311154598825857,0.8281249999999954,eod,955,1,6.122448979591832,8.163265306122437,8,1,TRAIN,2025-01-11/2025-01-17,,,,,,8.163265306122437,0.1181027146256452,2.0408163265306047,,10.22,3.1311154598825857,0.8281249999999954,eod,955,9.9,True,0.3445844843462233,0.954044911322372,0.7504285212002145,0.6130081459511664,3193.7499999999973,True,9.75,16516030.0,173253154.70000002,0.5128205128205201,4.0,9.8,False,False,False,H1
2025-01-13,COEP,721,719,8.49,7.99,8.4963,6.257822277847303,1.1913164125443567,550754.3333333334,176497.0,1284385.7168,1248.0,0,0,1,7.455,12.25592316655485,-1.1942379717660616,stop,740,4,28.59574468085106,28.59574468085106,0,1,TRAIN,2025-01-11/2025-01-17,,,,,,28.59574468085106,0.1181027146256452,0.0,,8.4963,12.25592316655485,-1.1942379717660616,stop,740,7.455,True,0.3445844843462233,0.8523927027862898,-1.2205964883530576,-1.2594405801703683,815.9320080668398,True,7.57,550754.3333333334,4406034.666666667,5.548216644649933,6.0,7.99,False,True,True,H1
2025-01-13,CTKB,599,598,7.09,6.72,7.0999,5.5059523809523725,3.3055792914785003,610773.6666666666,102967.0,713928.1115333333,9142.0,0,0,1,6.83,3.8014619924224258,0.3708781030011129,eod,955,1,5.654761904761903,8.482142857142861,8,1,TRAIN,2025-01-11/2025-01-17,,,,,,8.482142857142861,0.1181027146256452,2.827380952380958,,7.0999,3.8014619924224258,0.3708781030011129,eod,955,6.83,True,0.3445844843462233,0.6433480909047132,0.30688255433237316,0.2513967684292807,2630.5668766209724,True,6.82,610773.6666666666,4403678.136666667,-1.4662756598240547,3.0,6.72,False,False,False,H1
2025-01-13,DJT,597,596,36.7617,34.92,36.96,5.274054982817855,6.308536571051559,6164973.5,1983490.0,71188073.71993333,165083.0,0,0,1,35.96,2.7056277056277054,2.0,target,632,1,6.386025200458201,21.592210767468494,14,2,TRAIN,2025-01-11/2025-01-17,,,,,,24.484536082474236,0.1181027146256452,15.206185567010293,,36.96,2.7056277056277054,2.0,target,632,35.96,True,0.38325311813031515,0.6719779568114412,1.9291748237695177,1.8758184735812455,3696.0,True,35.31,6164973.5,264539012.885,-1.1045029736618537,3.0,34.92,False,False,False,H1
2025-01-13,ENGN,613,611,7.8766,7.41,7.68,6.296896086369763,1.502959549846629,129785.16666666669,18921.0,143712.4199,8337.0,0,0,1,7.45,2.9947916666666607,-0.0869565217391287,eod,896,16,9.311740890688252,9.446693657219974,0,1,TRAIN,2025-01-11/2025-01-17,,,,,,11.6059379217274,0.1181027146256452,0.13495276653172184,,7.68,2.9947916666666607,-0.0869565217391287,eod,896,7.45,True,0.3445844843462233,0.4993161693097635,-0.16818976699495364,-0.2046666180561325,3339.1304347826153,True,7.61,129785.16666666669,1046068.4433333336,-2.628120893561106,6.0,7.41,False,False,False,H1
2025-01-13,HIMS,591,590,26.04,24.77,26.065,5.127169963665712,3.475421487704561,9549537.166666666,1692622.0,42654024.01780001,38008.0,0,0,1,25.65,1.5921734126223008,-1.0618072289156597,stop,599,2,7.751312071053687,8.760597496972137,9,3,TRAIN,2025-01-11/2025-01-17,0.0589138576779023,26.1,26.03,,,8.760597496972137,0.1181027146256452,1.00928542591845,,26.065,1.5921734126223008,-1.0618072289156597,stop,599,25.65,False,0.22602669356570995,0.22602669356570995,-1.1948957628265826,-1.1948957628265826,6280.7228915662245,True,25.41,9549537.166666666,247333012.61666664,-2.5186934277843394,6.0,24.77,False,False,False,H1
2025-01-13,INMB,585,584,6.12,5.79,6.11,5.699481865284972,14.626406940787524,346185.5,101269.0,596843.6908666667,7985.0,0,0,1,5.815,4.828150572831422,2.0,target,695,1,6.718480138169261,18.652849740932645,2,1,TRAIN,2025-01-11/2025-01-17,,,,,,18.652849740932645,0.1181027146256452,11.934369602763383,,6.11,4.828150572831422,2.0,target,695,5.815,True,0.3445844843462233,0.7078311146091413,1.9643150644177048,1.9266974896565787,2071.186440677967,True,5.49,346185.5,2264053.17,5.464480874316936,6.0,5.79,False,False,False,H1
2025-01-13,LABD,581,580,7.969,7.58,7.98,5.131926121372032,3.667513525462486,20998450.166666668,1540242.0,11966880.1574,53453.0,0,0,1,7.7799,2.5075187969924917,-1.0388800599700152,stop,695,1,5.423482849604225,8.11345646437995,6,2,TRAIN,2025-01-11/2025-01-17,,,,,,8.11345646437995,0.1181027146256452,2.6899736147757256,,7.98,2.5075187969924917,-1.0388800599700152,stop,695,7.7799,True,0.3445844843462233,0.7078311146091413,-1.1677117777868655,-1.303520815900531,3988.005997001483,True,7.4,20998450.166666668,156858422.745,2.4324324324324285,4.0,7.58,False,False,False,H1
2025-01-13,LXU,578,577,8.3619,7.75,8.41,7.8954838709677455,8.374822190611663,308382.6666666667,51653.0,415104.7832,2618.0,0,0,1,8.06,4.161712247324609,2.0,target,659,3,9.419354838709673,19.152258064516133,5,2,TRAIN,2025-01-11/2025-01-17,,,,,,19.152258064516133,0.1181027146256452,9.73290322580646,,8.41,4.161712247324609,2.0,target,659,8.06,True,0.3445844843462233,0.7078311146091413,1.9586006355235466,1.9149591475162444,2402.8571428571454,True,,,,,,,False,False,False,H1
2025-01-13,METC,584,583,9.35,8.9,9.3492,5.0561797752809,3.1137496247373164,555166.6666666666,34573.0,315371.6872666667,2524.0,0,0,1,9.065,3.0398322851153066,-1.0318965517241367,stop,740,1,5.280898876404481,9.101123595505625,8,3,TRAIN,2025-01-11/2025-01-17,,,,,,9.101123595505625,0.1181027146256452,3.8202247191011436,,9.3492,3.0398322851153066,-1.0318965517241367,stop,740,9.065,True,0.3445844843462233,0.7078311146091413,-1.1381681890300517,-1.250195328665016,3289.6551724137903,True,9.7,555166.6666666666,5368461.666666666,-8.247422680412361,2.0,8.9,False,False,False,H1
