day,symbol,hour,k,ref,split,rr_reacting,react_entry_m,react_entry,react_exit_m,react_rpct,filled,fill_m,entry,rpct,rr,why,exit_m
2025-01-07,EGAN,13,0.003,7.33,TRAIN,0.925925925925922,840,7.29,956,0.02,False,,,,,unfilled,
2025-01-07,EGAN,13,0.006,7.33,TRAIN,0.925925925925922,840,7.29,956,0.02,False,,,,,unfilled,
2025-01-07,EGAN,14,0.003,7.11,TRAIN,-0.3164556962025314,900,7.11,956,0.0199999999999999,True,906.0,7.131329999999999,0.019999999999999976,-0.16595782273433565,eod,956.0
2025-01-07,EGAN,14,0.006,7.11,TRAIN,-0.3164556962025314,900,7.11,956,0.0199999999999999,True,907.0,7.15266,0.01999999999999997,-0.016357550897150394,eod,956.0
2025-01-10,RNA,9,0.003,30.415,TRAIN,1.906086387434553,600,30.56,955,0.02,True,600.0,30.506244999999996,0.019999999999999966,1.8213401878861177,eod,955.0
2025-01-10,RNA,9,0.006,30.415,TRAIN,1.906086387434553,600,30.56,955,0.02,True,600.0,30.59749,0.020000000000000046,1.9650141237075298,eod,955.0
2025-01-10,TKNO,9,0.003,7.98,TRAIN,-1.0509999999999895,600,7.9,602,0.0199999999999999,True,602.0,8.00394,0.020000000000000108,-1.0509999999999917,stop,618.0
2025-01-10,TKNO,9,0.006,7.98,TRAIN,-1.0509999999999895,600,7.9,602,0.0199999999999999,True,602.0,8.02788,0.02000000000000008,-1.1854312720170126,stop,619.0
2025-01-14,DJT,9,0.003,40.22,TRAIN,-1.0509999999999962,600,40.27,607,0.0199999999999999,True,600.0,40.34065999999999,0.020000000000000018,-1.0509999999999984,stop,607.0
2025-01-14,DJT,9,0.006,40.22,TRAIN,-1.0509999999999962,600,40.27,607,0.0199999999999999,True,600.0,40.46132,0.02,-1.050999999999991,stop,608.0
2025-01-14,PENN,14,0.003,20.54,TRAIN,-0.036514118792601,900,20.54,955,0.02,False,,,,,unfilled,
2025-01-14,PENN,14,0.006,20.54,TRAIN,-0.036514118792601,900,20.54,955,0.02,False,,,,,unfilled,
2025-01-14,TYRA,13,0.003,16.3,TRAIN,0.6307692307692269,844,16.25,955,0.0199999999999999,True,845.0,16.3489,0.020000000000000025,0.9294203279731307,eod,955.0
2025-01-14,TYRA,13,0.006,16.3,TRAIN,0.6307692307692269,844,16.25,955,0.0199999999999999,True,856.0,16.3978,0.02000000000000002,1.0757540645696315,eod,955.0
2025-01-14,UWMC,12,0.003,5.815,TRAIN,-0.0430292598967364,780,5.81,955,0.02,False,,,,,unfilled,
2025-01-14,UWMC,12,0.006,5.815,TRAIN,-0.0430292598967364,780,5.81,955,0.02,False,,,,,unfilled,
2025-01-16,HIMX,9,0.003,8.81,TRAIN,0.1698754246885576,600,8.83,955,0.02,True,601.0,8.83643,0.020000000000000063,0.2061352831403586,eod,955.0
2025-01-16,HIMX,9,0.006,8.81,TRAIN,0.1698754246885576,600,8.83,955,0.02,True,601.0,8.862860000000001,0.01999999999999996,0.3546259333894516,eod,955.0
2025-01-21,ETON,10,0.003,15.575,TRAIN,0.8167202572347312,660,15.55,955,0.0199999999999999,False,,,,,unfilled,
2025-01-21,ETON,10,0.006,15.575,TRAIN,0.8167202572347312,660,15.55,955,0.0199999999999999,False,,,,,unfilled,
2025-01-21,KODK,14,0.003,7.68,TRAIN,0.0650195058517597,900,7.69,955,0.02,True,901.0,7.703039999999999,0.01999999999999999,0.14955134596210767,eod,955.0
2025-01-21,KODK,14,0.006,7.68,TRAIN,0.0650195058517597,900,7.69,955,0.02,True,904.0,7.72608,0.019999999999999976,0.2982107355864808,eod,955.0
2025-01-21,NVCT,14,0.003,5.67,TRAIN,-1.0509999999999948,901,5.62,909,0.02,False,,,,,unfilled,
2025-01-21,NVCT,14,0.006,5.67,TRAIN,-1.0509999999999948,901,5.62,909,0.02,False,,,,,unfilled,
2025-01-21,RDDT,12,0.003,188.85,TRAIN,0.1415493703037343,780,188.98,955,0.02,False,,,,,unfilled,
2025-01-21,RDDT,12,0.006,188.85,TRAIN,0.1415493703037343,780,188.98,955,0.02,False,,,,,unfilled,
2025-01-21,TVTX,9,0.003,18.925,TRAIN,-1.0509999999999924,600,18.895,605,0.02,True,602.0,18.981775,0.019999999999999955,-1.0509999999999913,stop,691.0
2025-01-21,TVTX,9,0.006,18.925,TRAIN,-1.0509999999999924,600,18.895,605,0.02,True,604.0,19.03855,0.019999999999999962,-1.050999999999993,stop,694.0
2025-01-22,CERT,10,0.003,13.4,TRAIN,1.4013452914798217,660,13.38,955,0.0199999999999999,False,,,,,unfilled,
2025-01-22,CERT,10,0.006,13.4,TRAIN,1.4013452914798217,660,13.38,955,0.0199999999999999,False,,,,,unfilled,
2025-01-22,CLS,9,0.003,126.795,TRAIN,1.287359041085084,600,126.81,955,0.02,False,,,,,unfilled,
2025-01-22,CLS,9,0.006,126.795,TRAIN,1.287359041085084,600,126.81,955,0.02,False,,,,,unfilled,
2025-01-22,EWTX,9,0.003,26.895,TRAIN,-0.2323852017103548,600,26.895,955,0.02,False,,,,,unfilled,
2025-01-22,EWTX,9,0.006,26.895,TRAIN,-0.2323852017103548,600,26.895,955,0.02,False,,,,,unfilled,
2025-01-22,LUNG,10,0.003,6.27,TRAIN,1.585191082802547,662,6.28,955,0.02,True,664.0,6.288809999999999,0.01999999999999997,1.6530154353526303,eod,955.0
2025-01-22,LUNG,10,0.006,6.27,TRAIN,1.585191082802547,662,6.28,955,0.02,True,669.0,6.30762,0.02000000000000008,1.7971913336567467,eod,955.0
2025-01-22,SPIR,10,0.003,18.9,TRAIN,-0.130465723096382,660,18.9705,955,0.02,True,660.0,18.956699999999998,0.02000000000000003,-0.16695943914289302,eod,955.0
2025-01-22,SPIR,10,0.006,18.9,TRAIN,-0.130465723096382,660,18.9705,955,0.02,True,661.0,19.013399999999997,0.020000000000000052,-0.017356180378055384,eod,955.0
2025-01-22,TMCI,13,0.003,9.345,TRAIN,-1.0509999999999986,841,9.34,893,0.0199999999999999,True,843.0,9.373035,0.020000000000000087,-0.30387702595797245,eod,955.0
2025-01-22,TMCI,13,0.006,9.345,TRAIN,-1.0509999999999986,841,9.34,893,0.0199999999999999,True,844.0,9.40107,0.02000000000000002,-0.15386546425034053,eod,955.0
2025-01-22,VICR,9,0.003,61.14,TRAIN,0.2665682414698184,600,60.96,955,0.02,False,,,,,unfilled,
2025-01-22,VICR,9,0.006,61.14,TRAIN,0.2665682414698184,600,60.96,955,0.02,False,,,,,unfilled,
2025-01-22,VICR,10,0.003,59.7,TRAIN,-0.5713094245204305,660,59.95,955,0.0199999999999999,True,660.0,59.879099999999994,0.02000000000000007,-0.6311885115173753,eod,955.0
2025-01-22,VICR,10,0.006,59.7,TRAIN,-0.5713094245204305,660,59.95,955,0.0199999999999999,True,662.0,60.05820000000001,0.019999999999999973,-0.4802008718209938,eod,955.0
2025-01-23,HNRG,11,0.003,13.54,TRAIN,0.8327165062916317,720,13.51,956,0.02,False,,,,,unfilled,
2025-01-23,HNRG,11,0.006,13.54,TRAIN,0.8327165062916317,720,13.51,956,0.02,False,,,,,unfilled,
2025-01-23,PLRX,12,0.003,11.16,TRAIN,0.0898472596585865,781,11.13,955,0.0199999999999999,False,,,,,unfilled,
2025-01-23,PLRX,12,0.006,11.16,TRAIN,0.0898472596585865,781,11.13,955,0.0199999999999999,False,,,,,unfilled,
2025-01-24,PCRX,10,0.003,24.68,TRAIN,-1.0509999999999955,660,24.73,893,0.02,True,662.0,24.754039999999996,0.02000000000000001,-1.0527776476082282,stop,894.0
2025-01-24,PCRX,10,0.006,24.68,TRAIN,-1.0509999999999955,660,24.73,893,0.02,False,,,,,unfilled,
2025-01-24,RRGB,9,0.003,6.2,TRAIN,-1.050999999999993,600,6.238,667,0.02,True,600.0,6.2185999999999995,0.020000000000000025,-1.0509999999999973,stop,665.0
2025-01-24,RRGB,9,0.006,6.2,TRAIN,-1.050999999999993,600,6.238,667,0.02,True,600.0,6.2372000000000005,0.01999999999999996,-1.050999999999993,stop,667.0
2025-01-27,ANGO,9,0.003,12.74,TRAIN,2.413382806506659,600,12.7746,955,0.02,False,,,,,unfilled,
2025-01-27,ANGO,9,0.006,12.74,TRAIN,2.413382806506659,600,12.7746,955,0.02,False,,,,,unfilled,
2025-01-27,INGN,9,0.003,12.1587,TRAIN,2.885408079142632,600,12.13,955,0.0199999999999999,True,602.0,12.195176099999998,0.02000000000000001,3.137208080168673,eod,955.0
2025-01-27,INGN,9,0.006,12.1587,TRAIN,2.885408079142632,600,12.13,955,0.0199999999999999,True,602.0,12.2316522,0.020000000000000035,3.276957956669166,eod,955.0
2025-01-27,LZ,10,0.003,8.99,TRAIN,-0.0278086763070022,660,8.99,955,0.02,False,,,,,unfilled,
2025-01-27,LZ,10,0.006,8.99,TRAIN,-0.0278086763070022,660,8.99,955,0.02,False,,,,,unfilled,
2025-01-27,SPHR,9,0.003,44.975,TRAIN,-0.538171327119394,600,45.06,955,0.02,True,602.0,45.109925,0.01999999999999994,-0.48223866477278127,eod,955.0
2025-01-27,SPHR,9,0.006,44.975,TRAIN,-0.538171327119394,600,45.06,955,0.02,False,,,,,unfilled,
2025-01-27,TAL,9,0.003,12.13,TRAIN,0.4946413849958831,600,12.13,955,0.0199999999999999,False,,,,,unfilled,
2025-01-27,TAL,9,0.006,12.13,TRAIN,0.4946413849958831,600,12.13,955,0.0199999999999999,False,,,,,unfilled,
2025-01-28,AESI,9,0.003,26.4738,TRAIN,3.0924910156988767,600,26.435,955,0.02,False,,,,,unfilled,
2025-01-28,AESI,9,0.006,26.4738,TRAIN,3.0924910156988767,600,26.435,955,0.02,False,,,,,unfilled,
2025-01-28,BOOM,11,0.003,8.4299,TRAIN,-0.0225768504105422,720,8.4157,955,0.02,True,723.0,8.455189699999998,0.019999999999999976,0.2110520358874916,eod,955.0
2025-01-28,BOOM,11,0.006,8.4299,TRAIN,-0.0225768504105422,720,8.4157,955,0.02,True,723.0,8.4804794,0.020000000000000018,0.3595280238520522,eod,955.0
2025-01-28,BOOM,12,0.003,8.19,TRAIN,-1.1026534605037706,780,8.178,813,0.02,True,781.0,8.214569999999998,0.019999999999999973,-1.0509999999999933,stop,815.0
2025-01-28,BOOM,12,0.006,8.19,TRAIN,-1.1026534605037706,780,8.178,813,0.02,True,781.0,8.239139999999999,0.019999999999999924,-1.050999999999997,stop,816.0
2025-01-28,MTLS,14,0.003,8.45,TRAIN,0.1773049645390138,900,8.46,955,0.02,False,,,,,unfilled,
2025-01-28,MTLS,14,0.006,8.45,TRAIN,0.1773049645390138,900,8.46,955,0.02,False,,,,,unfilled,
2025-01-29,BOOM,12,0.003,8.28,TRAIN,-1.0509999999999973,780,8.26,821,0.02,False,,,,,unfilled,
2025-01-29,BOOM,12,0.006,8.28,TRAIN,-1.0509999999999973,780,8.26,821,0.02,False,,,,,unfilled,
2025-01-29,SYNA,12,0.003,87.84,TRAIN,-1.0509999999999904,781,87.805,881,0.02,False,,,,,unfilled,
2025-01-29,SYNA,12,0.006,87.84,TRAIN,-1.0509999999999904,781,87.805,881,0.02,False,,,,,unfilled,
2025-01-30,CLB,9,0.003,18.065,TRAIN,-1.0509999999999944,600,18.065,601,0.0199999999999999,True,600.0,18.119194999999998,0.020000000000000063,1.0463903059710935,eod,955.0
2025-01-30,CLB,9,0.006,18.065,TRAIN,-1.0509999999999944,600,18.065,601,0.0199999999999999,True,600.0,18.17339,0.019999999999999924,1.1923752255358093,eod,955.0
2025-01-30,TITN,9,0.003,19.28,TRAIN,1.322614107883821,600,19.28,955,0.02,False,,,,,unfilled,
2025-01-30,TITN,9,0.006,19.28,TRAIN,1.322614107883821,600,19.28,955,0.02,False,,,,,unfilled,
2025-01-31,BCYC,10,0.003,13.225,TRAIN,-1.0509999999999913,660,13.13,708,0.02,False,,,,,unfilled,
2025-01-31,BCYC,10,0.006,13.225,TRAIN,-1.0509999999999913,660,13.13,708,0.02,False,,,,,unfilled,
2025-01-31,DNTH,10,0.003,22.785,TRAIN,1.6601135867190988,664,22.89,956,0.0199999999999999,True,664.0,22.853354999999997,0.01999999999999999,1.5826013292140222,eod,956.0
2025-01-31,DNTH,10,0.006,22.785,TRAIN,1.6601135867190988,664,22.89,956,0.0199999999999999,False,,,,,unfilled,
2025-01-31,ONEW,11,0.003,17.83,TRAIN,-1.050999999999999,721,17.765,759,0.0199999999999999,False,,,,,unfilled,
2025-01-31,ONEW,11,0.006,17.83,TRAIN,-1.050999999999999,721,17.765,759,0.0199999999999999,False,,,,,unfilled,
2025-02-03,FETH,10,0.003,27.105,TRAIN,-1.0574699907663858,660,27.075,858,0.0199999999999999,True,661.0,27.186314999999997,0.019999999999999983,-1.0509999999999933,stop,889.0
2025-02-03,FETH,10,0.006,27.105,TRAIN,-1.0574699907663858,660,27.075,858,0.0199999999999999,False,,,,,unfilled,
2025-02-03,GM,10,0.003,48.745,TRAIN,0.8309396799343463,660,48.74,955,0.02,False,,,,,unfilled,
2025-02-03,GM,10,0.006,48.745,TRAIN,0.8309396799343463,660,48.74,955,0.02,False,,,,,unfilled,
2025-02-04,LPG,10,0.003,25.36,TRAIN,0.6420387198735666,660,25.31,955,0.0199999999999999,False,,,,,unfilled,
2025-02-04,LPG,10,0.006,25.36,TRAIN,0.6420387198735666,660,25.31,955,0.0199999999999999,False,,,,,unfilled,
2025-02-04,SLAB,10,0.003,130.44,TRAIN,-1.0509999999999955,661,130.99,797,0.0199999999999999,True,661.0,130.83131999999998,0.020000000000000014,-1.0785643682262045,stop,697.0
2025-02-04,SLAB,10,0.006,130.44,TRAIN,-1.0509999999999955,661,130.99,797,0.0199999999999999,True,664.0,131.22264,0.02,-1.0509999999999933,stop,797.0
2025-02-05,ASND,14,0.003,131.01,TRAIN,0.5589256419060685,900,131.055,955,0.02,False,,,,,unfilled,
2025-02-05,ASND,14,0.006,131.01,TRAIN,0.5589256419060685,900,131.055,955,0.02,False,,,,,unfilled,
2025-02-05,DEI,14,0.003,18.18,TRAIN,0.8113311331133024,900,18.18,955,0.02,False,,,,,unfilled,
2025-02-05,DEI,14,0.006,18.18,TRAIN,0.8113311331133024,900,18.18,955,0.02,False,,,,,unfilled,
2025-02-05,VCEL,9,0.003,61.1,TRAIN,0.1549755301794436,600,61.3,955,0.0199999999999999,True,600.0,61.2833,0.020000000000000066,0.1413925163951656,eod,955.0
2025-02-05,VCEL,9,0.006,61.1,TRAIN,0.1549755301794436,600,61.3,955,0.0199999999999999,True,600.0,61.4666,0.01999999999999999,0.29007623652520265,eod,955.0
2025-02-06,DAVE,9,0.003,107.81,TRAIN,-1.1595399313607246,600,107.81,605,0.0199999999999999,True,600.0,108.13342999999999,0.020000000000000035,-1.0509999999999946,stop,610.0
2025-02-06,DAVE,9,0.006,107.81,TRAIN,-1.1595399313607246,600,107.81,605,0.0199999999999999,True,600.0,108.45686,0.02000000000000008,-1.0509999999999948,stop,615.0
2025-02-06,DAVE,14,0.003,107.56,TRAIN,-0.2928597991818494,900,107.56,955,0.02,False,,,,,unfilled,
2025-02-06,DAVE,14,0.006,107.56,TRAIN,-0.2928597991818494,900,107.56,955,0.02,False,,,,,unfilled,
2025-02-06,PTEN,9,0.003,8.645,TRAIN,1.7052023121387274,600,8.65,955,0.02,False,,,,,unfilled,
2025-02-06,PTEN,9,0.006,8.645,TRAIN,1.7052023121387274,600,8.65,955,0.02,False,,,,,unfilled,
2025-02-06,SAIA,9,0.003,530.965,TRAIN,2.475954313195084,600,532.32,955,0.0199999999999999,True,602.0,532.557895,0.02000000000000008,2.4971834282918612,eod,955.0
2025-02-06,SAIA,9,0.006,530.965,TRAIN,2.475954313195084,600,532.32,955,0.0199999999999999,False,,,,,unfilled,
2025-02-06,SIMO,10,0.003,58.31,TRAIN,2.2914521112255386,660,58.26,955,0.0199999999999999,True,661.0,58.48493,0.020000000000000066,2.4749367059172216,eod,955.0
2025-02-06,SIMO,10,0.006,58.31,TRAIN,2.2914521112255386,660,58.26,955,0.0199999999999999,False,,,,,unfilled,
2025-02-06,SIMO,11,0.003,55.465,TRAIN,-1.2024374887569595,720,55.59,767,0.02,True,720.0,55.631395,0.019999999999999993,-1.1643380504839007,stop,767.0
2025-02-06,SIMO,11,0.006,55.465,TRAIN,-1.2024374887569595,720,55.59,767,0.02,True,720.0,55.797790000000006,0.02000000000000003,-1.0509999999999962,stop,769.0
2025-02-06,SYM,9,0.003,27.1397,TRAIN,2.182320441988951,600,27.15,955,0.0199999999999999,False,,,,,unfilled,
2025-02-06,SYM,9,0.006,27.1397,TRAIN,2.182320441988951,600,27.15,955,0.0199999999999999,False,,,,,unfilled,
2025-02-07,CLFD,9,0.003,37.715,TRAIN,-1.0509999999999946,600,37.5675,616,0.02,True,606.0,37.828145,0.019999999999999966,3.658843170871849,eod,955.0
2025-02-07,CLFD,9,0.006,37.715,TRAIN,-1.0509999999999946,600,37.5675,616,0.02,True,606.0,37.94129,0.0200000000000001,3.7970374755312553,eod,955.0
2025-02-07,CLFD,10,0.003,36.145,TRAIN,1.5008991561765068,660,36.145,955,0.02,True,660.0,36.253434999999996,0.02000000000000004,1.6459612723594215,eod,955.0
2025-02-07,CLFD,10,0.006,36.145,TRAIN,1.5008991561765068,660,36.145,955,0.02,False,,,,,unfilled,
2025-02-07,DSP,10,0.003,24.6592,TRAIN,0.2628386575010079,660,24.73,955,0.02,True,660.0,24.733177599999994,0.019999999999999952,0.26922864937498575,eod,955.0
2025-02-07,DSP,10,0.006,24.6592,TRAIN,0.2628386575010079,660,24.73,955,0.02,True,661.0,24.807155199999997,0.020000000000000063,0.4175311484325192,eod,955.0
2025-02-07,FUTU,9,0.003,104.82,TRAIN,-1.0509999999999966,600,104.75,652,0.0199999999999999,False,,,,,unfilled,
2025-02-07,FUTU,9,0.006,104.82,TRAIN,-1.0509999999999966,600,104.75,652,0.0199999999999999,False,,,,,unfilled,
2025-02-07,LITE,9,0.003,90.17,TRAIN,1.9305663736508325,600,89.87,955,0.0199999999999999,False,,,,,unfilled,
2025-02-07,LITE,9,0.006,90.17,TRAIN,1.9305663736508325,600,89.87,955,0.0199999999999999,False,,,,,unfilled,
2025-02-07,LITE,10,0.003,86.19,TRAIN,-0.1276398236249699,660,86.18,955,0.02,False,,,,,unfilled,
2025-02-07,LITE,10,0.006,86.19,TRAIN,-0.1276398236249699,660,86.18,955,0.02,False,,,,,unfilled,
2025-02-07,SITM,9,0.003,188.588,TRAIN,2.041848578426142,600,187.82,955,0.02,False,,,,,unfilled,
2025-02-07,SITM,9,0.006,188.588,TRAIN,2.041848578426142,600,187.82,955,0.02,False,,,,,unfilled,
2025-02-10,AFRM,10,0.003,78.85,TRAIN,0.9567862121404102,660,78.91,955,0.0199999999999999,False,,,,,unfilled,
2025-02-10,AFRM,10,0.006,78.85,TRAIN,0.9567862121404102,660,78.91,955,0.0199999999999999,False,,,,,unfilled,
2025-02-10,BLZE,9,0.003,7.45,TRAIN,-0.2684563758389264,600,7.45,955,0.02,False,,,,,unfilled,
2025-02-10,BLZE,9,0.006,7.45,TRAIN,-0.2684563758389264,600,7.45,955,0.02,False,,,,,unfilled,
2025-02-10,BLZE,11,0.003,7.31,TRAIN,-1.050999999999994,722,7.31,944,0.02,False,,,,,unfilled,
2025-02-10,BLZE,11,0.006,7.31,TRAIN,-1.050999999999994,722,7.31,944,0.02,False,,,,,unfilled,
2025-02-10,MP,14,0.003,25.615,TRAIN,-0.5001191224774362,900,25.6039,955,0.0199999999999999,True,902.0,25.691844999999997,0.020000000000000046,-0.32725364799608964,eod,955.0
2025-02-10,MP,14,0.006,25.615,TRAIN,-0.5001191224774362,900,25.6039,955,0.0199999999999999,False,,,,,unfilled,
2025-02-10,PONY,9,0.003,14.565,TRAIN,-1.050999999999995,600,14.54,645,0.02,True,600.0,14.608694999999997,0.019999999999999993,-1.0509999999999935,stop,649.0
2025-02-10,PONY,9,0.006,14.565,TRAIN,-1.050999999999995,600,14.54,645,0.02,True,600.0,14.652389999999999,0.020000000000000007,-1.0509999999999933,stop,652.0
2025-02-11,ATAT,14,0.003,29.53,TRAIN,0.79580088046055,900,29.53,955,0.02,False,,,,,unfilled,
2025-02-11,ATAT,14,0.006,29.53,TRAIN,0.79580088046055,900,29.53,955,0.02,False,,,,,unfilled,
2025-02-11,VSAT,9,0.003,9.245,TRAIN,1.8830262574244525,600,9.2431,955,0.02,True,601.0,9.272734999999999,0.019999999999999928,2.036804675211795,eod,955.0
2025-02-11,VSAT,9,0.006,9.245,TRAIN,1.8830262574244525,600,9.2431,955,0.02,False,,,,,unfilled,
2025-02-11,YETI,9,0.003,37.87,TRAIN,-0.066067653276952,600,37.84,955,0.0199999999999999,False,,,,,unfilled,
2025-02-11,YETI,9,0.006,37.87,TRAIN,-0.066067653276952,600,37.84,955,0.0199999999999999,False,,,,,unfilled,
2025-02-12,CRSP,9,0.003,42.9557,TRAIN,-0.0523803980910276,600,42.955,955,0.0199999999999999,True,601.0,43.084567099999994,0.02000000000000001,0.09814082592928486,eod,955.0
2025-02-12,CRSP,9,0.006,42.9557,TRAIN,-0.0523803980910276,600,42.955,955,0.0199999999999999,True,603.0,43.2134342,0.020000000000000056,0.24695352724361952,eod,955.0
2025-02-12,KSPI,14,0.003,103.6,TRAIN,0.5368023986845907,900,103.39,955,0.02,False,,,,,unfilled,
2025-02-12,KSPI,14,0.006,103.6,TRAIN,0.5368023986845907,900,103.39,955,0.02,False,,,,,unfilled,
2025-02-12,PZZA,13,0.003,42.32,TRAIN,-1.0509999999999944,840,42.3433,856,0.0199999999999999,True,843.0,42.44696,0.02000000000000009,-1.0558353295500915,stop,863.0
2025-02-12,PZZA,13,0.006,42.32,TRAIN,-1.0509999999999944,840,42.3433,856,0.0199999999999999,True,844.0,42.57392,0.019999999999999945,-1.0509999999999962,stop,944.0
2025-02-12,USAU,11,0.003,9.58,TRAIN,0.7299270072992706,720,9.59,956,0.02,True,723.0,9.60874,0.02000000000000001,0.826018812039871,eod,956.0
2025-02-12,USAU,11,0.006,9.58,TRAIN,0.7299270072992706,720,9.59,956,0.02,True,723.0,9.63748,0.020000000000000087,0.9726609030576454,eod,956.0
2025-02-13,ADTN,11,0.003,11.525,TRAIN,-0.6510416666666696,720,11.52,955,0.0199999999999999,False,,,,,unfilled,
2025-02-13,ADTN,11,0.006,11.525,TRAIN,-0.6510416666666696,720,11.52,955,0.0199999999999999,False,,,,,unfilled,
2025-02-13,ARM,13,0.003,165.04,TRAIN,0.112094037809017,840,165.04,955,0.02,True,840.0,165.53511999999998,0.019999999999999983,0.26131010748655364,eod,955.0
2025-02-13,ARM,13,0.006,165.04,TRAIN,0.112094037809017,840,165.04,955,0.02,True,841.0,166.03024,0.020000000000000077,0.40963622048609927,eod,955.0
2025-02-13,ASND,9,0.003,142.53,TRAIN,-1.0509999999999962,600,142.62,604,0.0199999999999999,True,602.0,142.95758999999998,0.02000000000000005,-1.0509999999999964,stop,604.0
2025-02-13,ASND,9,0.006,142.53,TRAIN,-1.0509999999999962,600,142.62,604,0.0199999999999999,True,602.0,143.38518,0.019999999999999993,-1.0509999999999897,stop,604.0
2025-02-13,RDDT,13,0.003,204.07,TRAIN,-1.0509999999999948,840,203.92,947,0.02,True,842.0,204.68220999999997,0.020000000000000004,-0.28526905196109253,eod,955.0
2025-02-13,RDDT,13,0.006,204.07,TRAIN,-1.0509999999999948,840,203.92,947,0.02,False,,,,,unfilled,
2025-02-14,AMCX,9,0.003,9.475,TRAIN,3.12169312169312,600,9.45,955,0.02,False,,,,,unfilled,
2025-02-14,AMCX,9,0.006,9.475,TRAIN,3.12169312169312,600,9.45,955,0.02,False,,,,,unfilled,
2025-02-14,DELL,13,0.003,114.568,TRAIN,0.1965781010686296,840,114.5855,955,0.02,False,,,,,unfilled,
2025-02-14,DELL,13,0.006,114.568,TRAIN,0.1965781010686296,840,114.5855,955,0.02,False,,,,,unfilled,
2025-02-14,HCC,9,0.003,52.39,TRAIN,2.102647424256897,600,52.315,955,0.02,False,,,,,unfilled,
2025-02-14,HCC,9,0.006,52.39,TRAIN,2.102647424256897,600,52.315,955,0.02,False,,,,,unfilled,
2025-02-14,HCC,10,0.003,51.155,TRAIN,1.011730205278586,660,51.15,955,0.02,False,,,,,unfilled,
2025-02-14,HCC,10,0.006,51.155,TRAIN,1.011730205278586,660,51.15,955,0.02,False,,,,,unfilled,
2025-02-14,ORKA,10,0.003,11.575,TRAIN,2.0950323974082004,661,11.575,955,0.02,False,,,,,unfilled,
2025-02-14,ORKA,10,0.006,11.575,TRAIN,2.0950323974082004,661,11.575,955,0.02,False,,,,,unfilled,
2025-02-14,STVN,10,0.003,19.94,TRAIN,-1.051751501501495,662,19.98,815,0.0199999999999999,True,663.0,19.99982,0.01999999999999996,1.2120609085481775,eod,955.0
2025-02-14,STVN,10,0.006,19.94,TRAIN,-1.051751501501495,662,19.98,815,0.0199999999999999,False,,,,,unfilled,
2025-02-18,BLZE,10,0.003,7.55,TRAIN,0.3849727864064823,660,7.533,955,0.02,True,664.0,7.572649999999999,0.02000000000000001,0.6447544782869917,eod,955.0
2025-02-18,BLZE,10,0.006,7.55,TRAIN,0.3849727864064823,660,7.533,955,0.02,True,664.0,7.5953,0.020000000000000042,0.7919371190078077,eod,955.0
2025-02-18,GT,9,0.003,10.1699,TRAIN,-1.0509999999999928,600,10.15,617,0.0199999999999999,True,602.0,10.2004097,0.020000000000000004,-0.6842386928830909,eod,955.0
2025-02-18,GT,9,0.006,10.1699,TRAIN,-1.0509999999999928,600,10.15,617,0.0199999999999999,False,,,,,unfilled,
2025-02-18,LOMA,10,0.003,11.7219,TRAIN,-0.063856960408687,660,11.745,955,0.0199999999999999,True,660.0,11.757065699999998,0.019999999999999987,-0.012478878977436955,eod,955.0
2025-02-18,LOMA,10,0.006,11.7219,TRAIN,-0.063856960408687,660,11.745,955,0.0199999999999999,False,,,,,unfilled,
2025-02-18,PHAT,14,0.003,5.82,TRAIN,0.684931506849313,900,5.84,955,0.02,True,900.0,5.83746,0.020000000000000018,0.6634734970346712,eod,955.0
2025-02-18,PHAT,14,0.006,5.82,TRAIN,0.684931506849313,900,5.84,955,0.02,True,902.0,5.85492,0.019999999999999952,0.8106003156319843,eod,955.0
2025-02-18,PTLO,14,0.003,15.21,TRAIN,0.1969796454366394,900,15.23,955,0.02,False,,,,,unfilled,
2025-02-18,PTLO,14,0.006,15.21,TRAIN,0.1969796454366394,900,15.23,955,0.02,False,,,,,unfilled,
2025-02-19,ADPT,10,0.003,8.5417,TRAIN,1.2895662368112455,660,8.53,955,0.02,False,,,,,unfilled,
2025-02-19,ADPT,10,0.006,8.5417,TRAIN,1.2895662368112455,660,8.53,955,0.02,False,,,,,unfilled,
2025-02-19,GDS,9,0.003,44.07,TRAIN,-1.0509999999999944,600,44.07,661,0.0199999999999999,False,,,,,unfilled,
2025-02-19,GDS,9,0.006,44.07,TRAIN,-1.0509999999999944,600,44.07,661,0.0199999999999999,False,,,,,unfilled,
2025-02-19,MYGN,9,0.003,14.925,TRAIN,0.150602409638554,600,14.94,955,0.0199999999999999,True,601.0,14.969774999999998,0.02000000000000007,0.24975325280439642,eod,955.0
2025-02-19,MYGN,9,0.006,14.925,TRAIN,0.150602409638554,600,14.94,955,0.0199999999999999,False,,,,,unfilled,
2025-02-20,AZ,11,0.003,7.14,TRAIN,0.9992313604919256,721,7.2856,955,0.02,True,721.0,7.161419999999999,0.019999999999999993,0.1495513459621075,eod,955.0
2025-02-20,AZ,11,0.006,7.14,TRAIN,0.9992313604919256,721,7.2856,955,0.02,True,721.0,7.18284,0.020000000000000066,0.29821073558648004,eod,955.0
2025-02-20,ESAB,10,0.003,119.22,TRAIN,-1.1593198366934527,663,118.795,746,0.02,False,,,,,unfilled,
