k,n_signal,n_filled,n_unfilled,fill_rate,exit_cov,unfilled_entry_cov,unfilled_exit_cov,TRAIN_n,TRAIN_gross,TRAIN_gross_t,TRAIN_net,TRAIN_net_t,TRAIN_ex5,TRAIN_green,TRAIN_null50,TRAIN_null95,TRAIN_wkmean,TRAIN_total,TRAIN_unfilled_n,TRAIN_unfilled_net,TRAIN_unfilled_gross,TRAIN_adverse_selection,TRAIN_mde,VAL_n,VAL_gross,VAL_gross_t,VAL_net,VAL_net_t,VAL_ex5,VAL_green,VAL_null50,VAL_null95,VAL_wkmean,VAL_total,VAL_unfilled_n,VAL_unfilled_net,VAL_unfilled_gross,VAL_adverse_selection,VAL_mde,h1,h2
0.003,2294,1295,999,0.5645161290322581,0.9969111969111969,0.96996996996997,0.992992992992993,782,0.19344666912595987,4.221432488445666,0.11448464745987817,2.4549603944020015,-0.025722349971069956,64.15094339622641,60.37735849056604,66.0377358490566,133.95027872436313,7099.364772391245,584,0.14447537033306082,0.3152263773532964,True,0.1261283953255869,513,0.2247227416156656,3.5352535323711707,0.13818835244507374,2.1391765917983916,-0.07055749112089492,73.91304347826086,65.21739130434783,73.91304347826086,340.64956305116453,7834.939950176784,415,0.07683582024471511,0.2669263610108831,False,0.23330792489497854,0.19005763512052593,0.04591598548485146
0.006,2294,765,1529,0.33347863993025284,1.0,0.9758011772400261,0.9954218443427076,470,0.20549139131486177,3.457350727031728,0.12850285981928156,2.1279143131338993,-0.02337854229198396,56.60377358490566,54.71698113207547,62.264150943396224,79.86470810552582,4232.829529592868,896,0.1268929356663311,0.307036842140938,False,0.16173928443235353,295,0.4124467710545443,3.166126889284008,0.320046766796324,2.452532328921848,0.03203602126358339,78.26086956521739,69.56521739130434,82.6086956521739,454.74537319232894,10459.143583423565,633,0.03456898982659663,0.22490622500962879,False,0.36596815485933626,0.16906825515116852,0.08357168203015114
