day,symbol,entry_m,entry,stop,price,rr_E0,xm_E0,why_E0,rr_E1a,xm_E1a,why_E1a,rr_E1b,xm_E1b,why_E1b,rr_E1c,xm_E1c,why_E1c,rr_E1d,xm_E1d,why_E1d,rr_E2a,xm_E2a,why_E2a,rr_E2b,xm_E2b,why_E2b,rr_E2c,xm_E2c,why_E2c,rr_E3,xm_E3,why_E3,rr_E4a,xm_E4a,why_E4a,rr_E4b,xm_E4b,why_E4b,rr_E5,xm_E5,why_E5
2025-03-11,X,610,36.815,35.87,36.815,0.3121693121693139,955,eod,0.3121693121693139,955,eod,0.3121693121693139,955,eod,0.3121693121693139,955,eod,0.3121693121693139,955,eod,0.3121693121693139,955,eod,0.3121693121693139,955,eod,0.3121693121693139,955,eod,0.3121693121693139,955,eod,-0.7566137566137525,625,time_stop,-0.8412698412698353,640,time_stop,0.3121693121693139,955,eod
2025-03-11,ZK,647,31.18,30.345,31.18,2.0,888,target,0.5,665,target,0.7499999999999979,676,target,1.0,855,target,1.5000000000000042,872,target,0.23132934131736582,697,pp+stop,1.5,888,pp+target,1.7500000000000022,888,pp+target,1.5108377245508935,889,pp+stop,0.2634730538922139,662,time_stop,2.0,888,target,-0.03734131736526834,697,stop
2025-03-12,BEAM,628,28.415,28.03,28.415,-1.072805194805198,637,stop,-1.072805194805198,637,stop,-1.072805194805198,637,stop,-1.072805194805198,637,stop,-1.072805194805198,637,stop,-1.072805194805198,637,stop,-1.072805194805198,637,stop,-1.072805194805198,637,stop,-1.072805194805198,637,stop,-1.072805194805198,637,stop,-1.072805194805198,637,stop,-1.072805194805198,637,stop
2025-03-12,GXO,605,38.71,38.31,38.71,-1.0957750000000073,639,stop,-1.0957750000000073,639,stop,-1.0957750000000073,639,stop,-1.0957750000000073,639,stop,-1.0957750000000073,639,stop,-1.0957750000000073,639,stop,-1.0957750000000073,639,stop,-1.0957750000000073,639,stop,-1.0957750000000073,639,stop,-0.0750000000000031,620,time_stop,-0.5000000000000089,635,time_stop,-1.0957750000000073,639,stop
2025-03-12,IONQ,713,21.28,20.81,21.28,1.2553191489361635,955,eod,0.4999999999999962,734,target,0.7500000000000019,747,target,1.0,748,target,1.5000000000000038,756,target,0.8776595744680799,955,pp+eod,1.1276595744680817,955,pp+eod,1.3776595744680837,955,pp+eod,1.1309627659574373,760,pp+stop,-0.05319148936170639,728,time_stop,0.4574468085106356,743,time_stop,1.2553191489361635,955,eod
2025-03-12,MSTZ,616,20.8197,20.2201,20.8197,-1.0337226484322872,709,stop,0.5,632,target,0.750000000000003,632,target,1.0,634,target,1.5,664,target,0.2326386757838555,692,pp+stop,0.4826386757838555,692,pp+stop,0.7326386757838556,692,pp+stop,1.0245411941294158,647,pp+stop,0.11724482988658991,631,time_stop,-1.0337226484322872,709,stop,-0.03472264843228898,692,stop
2025-03-12,NBIS,577,27.98,27.05,27.98,-1.0290860215053754,596,stop,-1.0290860215053754,596,stop,-1.0290860215053754,596,stop,-1.0290860215053754,596,stop,-1.0290860215053754,596,stop,-1.0290860215053754,596,stop,-1.0290860215053754,596,stop,-1.0290860215053754,596,stop,-1.0290860215053754,596,stop,-0.682795698924733,592,time_stop,-1.0290860215053754,596,stop,-1.0290860215053754,596,stop
2025-03-12,PCVX,627,73.81,73.0,73.81,-1.090123456790115,655,stop,0.5,633,target,0.75,639,target,-1.090123456790115,655,stop,-1.090123456790115,655,stop,0.20443827160494174,643,pp+stop,-1.090123456790115,655,stop,-1.090123456790115,655,stop,-1.090123456790115,655,stop,0.14814814814815336,642,time_stop,-1.090123456790115,655,stop,-0.09112345679011653,643,stop
2025-03-12,SMMT,607,20.385,19.791,20.385,-1.0333181818181842,717,stop,-1.0333181818181842,717,stop,-1.0333181818181842,717,stop,-1.0333181818181842,717,stop,-1.0333181818181842,717,stop,-1.0333181818181842,717,stop,-1.0333181818181842,717,stop,-1.0333181818181842,717,stop,-1.0333181818181842,717,stop,-0.2609427609427623,622,time_stop,-0.2946127946127952,637,time_stop,-1.0333181818181842,717,stop
2025-03-12,TSDD,667,73.45,71.6403,73.45,-1.039586837597391,684,stop,-1.039586837597391,684,stop,-1.039586837597391,684,stop,-1.039586837597391,684,stop,-1.039586837597391,684,stop,-1.039586837597391,684,stop,-1.039586837597391,684,stop,-1.039586837597391,684,stop,-1.039586837597391,684,stop,0.011051555506435292,682,time_stop,-1.039586837597391,684,stop,-1.039586837597391,684,stop
2025-03-12,TSLQ,664,57.76,56.1701,57.76,-1.0353293288886112,697,stop,0.5,667,target,-1.0353293288886112,697,stop,-1.0353293288886112,697,stop,-1.0353293288886112,697,stop,0.23183533555569474,678,pp+stop,-1.0353293288886112,697,stop,-1.0353293288886112,697,stop,-1.0353293288886112,697,stop,-0.05214164412855845,679,time_stop,-0.4943707151393178,694,time_stop,-0.036329328888610485,678,stop
2025-03-12,UVXY,634,27.4,26.93,27.4,-1.0572978723404258,698,stop,0.5,657,target,0.75,662,target,1.0,667,target,-1.0572978723404258,698,stop,0.22085106382978706,684,pp+stop,0.4708510638297871,684,pp+stop,-1.0572978723404258,698,stop,0.9544095744680894,670,pp+stop,0.08510638297872936,649,time_stop,-1.0572978723404258,698,stop,-0.05829787234042587,684,stop
2025-03-12,VST,758,125.74,124.36,125.74,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop,-1.0901159420289828,763,stop
2025-03-13,AGQ,700,45.85,45.09,45.85,-1.0593289473684235,776,stop,-1.0593289473684235,776,stop,-1.0593289473684235,776,stop,-1.0593289473684235,776,stop,-1.0593289473684235,776,stop,-1.0593289473684235,776,stop,-1.0593289473684235,776,stop,-1.0593289473684235,776,stop,-1.0593289473684235,776,stop,-0.14473684210526278,715,time_stop,-0.09210526315789536,730,time_stop,-1.0593289473684235,776,stop
2025-03-13,ALGM,580,26.53,25.845,26.53,-1.0377299270072997,698,stop,0.5,585,target,0.75,588,target,-1.0377299270072997,698,stop,-1.0377299270072997,698,stop,0.23063503649634967,597,pp+stop,-1.0377299270072997,698,stop,-1.0377299270072997,698,stop,-1.0377299270072997,698,stop,0.20437956204379576,595,time_stop,0.3503649635036462,610,time_stop,-0.03872992700730068,597,stop
2025-03-13,BABX,611,39.36,38.6,39.36,0.2103947368421063,956,eod,0.49999999999999534,614,target,0.7500000000000023,737,target,1.0,738,target,1.5000000000000047,888,target,0.22410526315789098,622,pp+stop,0.4346710526315791,799,pp+stop,0.7241052631578957,951,pp+stop,0.7610548684210507,741,pp+stop,0.1578947368421023,626,time_stop,-0.39473684210526044,641,time_stop,-0.05178947368421337,622,stop
2025-03-13,BOIL,650,90.63,88.65,90.63,-1.044772727272728,681,stop,-1.044772727272728,681,stop,-1.044772727272728,681,stop,-1.044772727272728,681,stop,-1.044772727272728,681,stop,-1.044772727272728,681,stop,-1.044772727272728,681,stop,-1.044772727272728,681,stop,-1.044772727272728,681,stop,-0.7222222222222222,665,time_stop,-0.8686868686868726,680,time_stop,-1.044772727272728,681,stop
2025-03-13,BWMN,662,23.25,22.72,23.25,-1.042867924528301,707,stop,-1.042867924528301,707,stop,-1.042867924528301,707,stop,-1.042867924528301,707,stop,-1.042867924528301,707,stop,-1.042867924528301,707,stop,-1.042867924528301,707,stop,-1.042867924528301,707,stop,-1.042867924528301,707,stop,-1.042867924528301,707,stop,-0.7169811320754683,695,time_stop,-1.042867924528301,707,stop
2025-03-13,CPRI,579,20.27,19.74,20.27,-1.056094339622636,594,stop,-1.056094339622636,594,stop,-1.056094339622636,594,stop,-1.056094339622636,594,stop,-1.056094339622636,594,stop,-1.056094339622636,594,stop,-1.056094339622636,594,stop,-1.056094339622636,594,stop,-1.056094339622636,594,stop,-1.018867924528298,594,time_stop,-1.056094339622636,594,stop,-1.056094339622636,594,stop
2025-03-13,ETHD,816,56.445,55.72,56.445,-1.2818913103448328,867,stop,0.5000000000000049,826,target,0.7500000000000024,826,target,-1.2818913103448328,867,stop,-1.2818913103448328,867,stop,0.2072831034482776,832,pp+stop,-1.2818913103448328,867,stop,-1.2818913103448328,867,stop,-1.2818913103448328,867,stop,0.4896551724137878,831,time_stop,0.03448275862068763,847,time_stop,-0.08543379310344969,832,stop
2025-03-13,FCX,685,38.67,38.26,38.67,-1.0933170731707336,712,stop,-1.0933170731707336,712,stop,-1.0933170731707336,712,stop,-1.0933170731707336,712,stop,-1.0933170731707336,712,stop,-1.0933170731707336,712,stop,-1.0933170731707336,712,stop,-1.0933170731707336,712,stop,-1.0933170731707336,712,stop,-0.3048780487804851,700,time_stop,-1.0933170731707336,712,stop,-1.0933170731707336,712,stop
2025-03-13,LEGH,603,27.785,27.41,27.785,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop,-1.0730933333333326,614,stop
2025-03-13,MRNA,577,37.28,35.81,37.28,-1.0243605442176857,636,stop,-1.0243605442176857,636,stop,-1.0243605442176857,636,stop,-1.0243605442176857,636,stop,-1.0243605442176857,636,stop,-1.0243605442176857,636,stop,-1.0243605442176857,636,stop,-1.0243605442176857,636,stop,-1.0243605442176857,636,stop,-0.3843537414965974,592,time_stop,-0.7448979591836733,607,time_stop,-1.0243605442176857,636,stop
2025-03-13,MSTX,632,23.74,23.27,23.74,-1.0495106382978727,649,stop,-1.0495106382978727,649,stop,-1.0495106382978727,649,stop,-1.0495106382978727,649,stop,-1.0495106382978727,649,stop,-1.0495106382978727,649,stop,-1.0495106382978727,649,stop,-1.0495106382978727,649,stop,-1.0495106382978727,649,stop,-0.38297872340425565,647,time_stop,-1.0495106382978727,649,stop,-0.05051063829787266,636,stop
2025-03-13,MSTZ,599,20.88,20.28,20.88,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop,-1.0337999999999996,603,stop
2025-03-13,NBR,585,41.93,41.0,41.93,-1.0977956989247306,600,stop,-1.0977956989247306,600,stop,-1.0977956989247306,600,stop,-1.0977956989247306,600,stop,-1.0977956989247306,600,stop,-1.0977956989247306,600,stop,-1.0977956989247306,600,stop,-1.0977956989247306,600,stop,-1.0977956989247306,600,stop,-1.0537634408602121,600,time_stop,-1.0977956989247306,600,stop,-1.0977956989247306,600,stop
2025-03-13,NVD,601,32.015,31.62,32.015,-1.080050632911393,603,stop,-1.080050632911393,603,stop,-1.080050632911393,603,stop,-1.080050632911393,603,stop,-1.080050632911393,603,stop,-1.080050632911393,603,stop,-1.080050632911393,603,stop,-1.080050632911393,603,stop,-1.080050632911393,603,stop,-1.080050632911393,603,stop,-1.080050632911393,603,stop,-1.080050632911393,603,stop
2025-03-13,PHR,704,25.47,25.09,25.47,-1.0660263157894705,843,stop,0.49999999999999534,750,target,0.7500000000000023,750,target,1.0,757,target,-1.0660263157894705,843,stop,0.21648684210526264,828,pp+stop,0.466486842105265,828,pp+stop,-1.0660263157894705,843,stop,0.7688157894736896,767,pp+stop,-0.39473684210526044,719,time_stop,0.049736842105268915,734,time_stop,-0.06702631578947005,828,stop
2025-03-13,SARK,597,53.05,51.84,53.05,-1.0428429752066106,620,stop,-1.0428429752066106,620,stop,-1.0428429752066106,620,stop,-1.0428429752066106,620,stop,-1.0428429752066106,620,stop,-1.0428429752066106,620,stop,-1.0428429752066106,620,stop,-1.0428429752066106,620,stop,-1.0428429752066106,620,stop,0.23966942148760972,612,time_stop,-1.0428429752066106,620,stop,-1.0428429752066106,620,stop
2025-03-13,SLNO,813,49.19,48.625,49.19,-1.094902654867261,819,stop,-1.094902654867261,819,stop,-1.094902654867261,819,stop,-1.094902654867261,819,stop,-1.094902654867261,819,stop,-1.094902654867261,819,stop,-1.094902654867261,819,stop,-1.094902654867261,819,stop,-1.094902654867261,819,stop,-1.094902654867261,819,stop,-1.094902654867261,819,stop,-1.094902654867261,819,stop
2025-03-13,SQQQ,769,39.5,38.92,39.5,-1.0671034482758577,881,stop,0.5,797,target,0.7500000000000061,824,target,-1.0671034482758577,881,stop,-1.0671034482758577,881,stop,0.21594827586207166,842,pp+stop,-1.0671034482758577,881,stop,-1.0671034482758577,881,stop,-1.0671034482758577,881,stop,-0.07758620689655489,784,time_stop,-1.0671034482758577,881,stop,-0.06810344827585668,842,stop
2025-03-13,TSDD,578,72.47,70.7076,72.47,2.0,610,target,0.500000000000004,583,target,0.749999999999998,583,target,1.0,588,target,1.499999999999996,596,target,1.250000000000002,610,pp+target,1.5,610,pp+target,1.749999999999998,610,pp+target,0.8050332501134785,590,pp+stop,2.0,610,target,2.0,610,target,-0.055404448479345024,903,stop
2025-03-13,TSLQ,578,57.8,56.205,57.8,2.0,694,target,0.5,583,target,0.75,584,target,1.0,592,target,1.5,596,target,1.25,694,pp+target,1.5,694,pp+target,1.75,694,pp+target,1.2929811912225726,601,pp+stop,2.0,694,target,2.0,694,target,-0.036238244514106795,901,stop
2025-03-13,UVXY,792,27.13,26.84,27.13,2.0,814,target,0.5,795,target,0.7499999999999939,796,target,1.0,797,target,1.5,799,target,1.25,814,pp+target,1.5,814,pp+target,1.75,814,pp+target,1.0474568965517315,800,pp+stop,2.0,814,target,2.0,814,target,-0.09355172413793011,854,stop
2025-03-13,WEBS,595,44.22,43.43,44.22,-1.2825949367088614,625,stop,0.4999999999999955,597,target,-1.2825949367088614,625,stop,-1.2825949367088614,625,stop,-1.2825949367088614,625,stop,-0.0024462025316440428,605,pp+stop,-1.2825949367088614,625,stop,-1.2825949367088614,625,stop,-1.2825949367088614,625,stop,-0.13911392405062814,613,time_stop,-1.2278481012658227,625,time_stop,-0.5048924050632836,605,stop
2025-03-14,ACMR,605,29.57,29.01,29.57,-1.0518035714285707,752,stop,0.5000000000000032,609,target,-1.0518035714285707,752,stop,-1.0518035714285707,752,stop,-1.0518035714285707,752,stop,0.22359821428571613,613,pp+stop,-1.0518035714285707,752,stop,-1.0518035714285707,752,stop,-1.0518035714285707,752,stop,0.33928571428571735,620,time_stop,-0.01785714285714569,635,time_stop,-0.05280357142857093,631,stop
2025-03-14,CAR,787,60.69,60.02,60.69,2.0,841,target,0.49999999999999467,799,target,0.7500000000000027,799,target,1.0,800,target,1.5000000000000053,801,target,1.2499999999999973,841,pp+target,1.5,841,pp+target,1.7500000000000027,841,pp+target,0.8501340298507467,801,pp+stop,2.0,841,target,2.0,841,target,1.507462686567184,955,eod
2025-03-14,CGON,759,28.45,28.01,28.45,-1.0636590909090875,800,stop,-1.0636590909090875,800,stop,-1.0636590909090875,800,stop,-1.0636590909090875,800,stop,-1.0636590909090875,800,stop,-1.0636590909090875,800,stop,-1.0636590909090875,800,stop,-1.0636590909090875,800,stop,-1.0636590909090875,800,stop,-0.20454545454545528,775,time_stop,-0.7045454545454553,790,time_stop,-1.0636590909090875,800,stop
2025-03-14,EH,654,23.54,23.3042,23.54,2.0,844,target,0.5,661,target,0.75,661,target,1.0,665,target,1.5,835,target,0.20008481764206784,705,pp+stop,0.45008481764206787,705,pp+stop,1.75,844,pp+target,0.958481764206967,672,pp+stop,2.0,844,target,0.46649703138252996,684,time_stop,-0.0998303647158643,705,stop
2025-03-14,GRRR,607,28.0088,27.0,28.0088,2.0,639,target,0.5,615,target,0.7499999999999982,617,target,1.0,619,target,1.5,634,target,1.25,639,pp+target,1.5,639,pp+target,1.75,639,pp+target,0.8162789452815218,629,pp+stop,2.0,639,target,2.0,639,target,5.2846946867565405,955,eod
2025-03-14,IONQ,631,24.42,24.03,24.42,-1.061615384615384,705,stop,0.5,639,target,0.75,639,target,1.0,645,target,1.5,651,target,0.21869230769230874,681,pp+stop,0.46869230769230874,681,pp+stop,0.7186923076923087,681,pp+stop,1.1026730769230726,655,pp+stop,-1.061615384615384,705,stop,-1.061615384615384,705,stop,-0.06261538461538252,681,stop
2025-03-14,MSTX,669,26.475,26.05,26.475,-1.061294117647062,670,stop,-1.061294117647062,670,stop,-1.061294117647062,670,stop,-1.061294117647062,670,stop,-1.061294117647062,670,stop,-1.061294117647062,670,stop,-1.061294117647062,670,stop,-1.061294117647062,670,stop,-1.061294117647062,670,stop,-1.061294117647062,670,stop,-1.061294117647062,670,stop,-1.061294117647062,670,stop
2025-03-14,PLTU,640,29.62,29.081,29.62,1.2059369202226287,955,eod,0.5,659,target,0.75,660,target,1.0,680,target,1.5,886,target,0.22252319109461852,707,pp+stop,0.47252319109461854,707,pp+stop,1.3529684601113143,955,pp+eod,0.7973371985157651,687,pp+stop,0.14842300556585913,655,time_stop,1.2059369202226287,955,eod,-0.05495361781076295,707,stop
2025-03-14,PSIX,592,29.31,28.94,29.31,-1.9049562162162277,602,stop,0.5,593,target,0.7500000000000048,593,target,1.0,595,target,-1.9049562162162277,602,stop,0.2103918918918932,597,pp+stop,0.46039189189189317,597,pp+stop,-1.9049562162162277,602,stop,0.7168918918918968,597,pp+stop,-1.9049562162162277,602,stop,-1.9049562162162277,602,stop,-0.07921621621621362,597,stop
2025-03-14,PTIR,640,140.0,137.42,140.0,1.1279069767441792,955,eod,0.5000000000000056,659,target,0.7499999999999972,660,target,1.0,680,target,1.4999999999999944,886,target,0.22286821705426912,707,pp+stop,0.47286821705426635,707,pp+stop,1.313953488372087,955,pp+eod,0.7381065891472876,688,pp+stop,0.20542635658914674,655,time_stop,1.1279069767441792,955,eod,-0.054263565891467316,707,stop
2025-03-14,SMMT,664,20.46,20.22,20.46,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop,-1.1258749999999853,672,stop
2025-03-14,SNDK,580,53.05,51.6153,53.05,0.871262284798216,955,eod,0.4999999999999975,583,target,0.7500000000000012,674,target,1.0,677,target,0.871262284798216,955,eod,0.23151181431658097,587,pp+stop,0.48151181431658224,714,pp+stop,0.871262284798216,955,eod,0.7888120687251685,685,pp+stop,-0.05227573708788999,595,time_stop,-0.2439534397434965,610,time_stop,-0.03697637136683554,714,stop
2025-03-14,TEM,668,46.79,46.16,46.79,-1.0732698412698416,734,stop,0.5000000000000057,674,target,0.7500000000000028,675,target,-1.0732698412698416,734,stop,-1.0732698412698416,734,stop,0.2128650793650812,688,pp+stop,-1.0732698412698416,734,stop,-1.0732698412698416,734,stop,-1.0732698412698416,734,stop,-1.0732698412698416,734,stop,-1.0732698412698416,734,stop,-0.07426984126984326,688,stop
2025-03-14,TGTX,592,39.6853,38.87,39.6853,-1.0476757021955143,620,stop,-1.0476757021955143,620,stop,-1.0476757021955143,620,stop,-1.0476757021955143,620,stop,-1.0476757021955143,620,stop,-1.0476757021955143,620,stop,-1.0476757021955143,620,stop,-1.0476757021955143,620,stop,-1.0476757021955143,620,stop,-0.10462406476143327,607,time_stop,-1.0476757021955143,620,stop,-1.0476757021955143,620,stop
2025-03-14,TSDD,630,73.0119,71.9039,73.0119,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop,-1.0648952166064936,639,stop
2025-03-14,TSLQ,602,57.9575,56.3117,57.9575,-1.0342153967675307,659,stop,-1.0342153967675307,659,stop,-1.0342153967675307,659,stop,-1.0342153967675307,659,stop,-1.0342153967675307,659,stop,-1.0342153967675307,659,stop,-1.0342153967675307,659,stop,-1.0342153967675307,659,stop,-1.0342153967675307,659,stop,-0.1746870822700214,617,time_stop,0.009539433710047012,632,time_stop,-1.0342153967675307,659,stop
2025-03-14,VEON,603,42.3,41.2947,42.3,-0.07957823535262949,955,eod,-0.07957823535262949,955,eod,-0.07957823535262949,955,eod,-0.07957823535262949,955,eod,-0.07957823535262949,955,eod,-0.07957823535262949,955,eod,-0.07957823535262949,955,eod,-0.07957823535262949,955,eod,-0.07957823535262949,955,eod,-0.009947279419076919,618,time_stop,-0.32826022082960193,640,time_stop,-0.07957823535262949,955,eod
2025-03-17,AAOI,593,23.61,22.7,23.61,-1.0249450549450554,616,stop,-1.0249450549450554,616,stop,-1.0249450549450554,616,stop,-1.0249450549450554,616,stop,-1.0249450549450554,616,stop,-1.0249450549450554,616,stop,-1.0249450549450554,616,stop,-1.0249450549450554,616,stop,-1.0249450549450554,616,stop,-0.021978021978021504,608,time_stop,-1.0249450549450554,616,stop,-1.0249450549450554,616,stop
2025-03-17,ANF,628,82.98,81.68,82.98,-0.017307692307698467,955,eod,-0.017307692307698467,955,eod,-0.017307692307698467,955,eod,-0.017307692307698467,955,eod,-0.017307692307698467,955,eod,-0.017307692307698467,955,eod,-0.017307692307698467,955,eod,-0.017307692307698467,955,eod,-0.017307692307698467,955,eod,-0.046153846153848,643,time_stop,-0.47692307692308145,658,time_stop,-0.017307692307698467,955,eod
2025-03-17,BABX,588,42.68,41.9601,42.68,2.0,596,target,0.5000000000000049,593,target,0.7500000000000024,594,target,1.0,594,target,1.4999999999999951,595,target,1.2500000000000024,596,pp+target,1.5,596,pp+target,1.7499999999999976,596,pp+target,1.4209265175718808,600,pp+stop,2.0,596,target,2.0,596,target,2.7781636338380227,955,eod
2025-03-17,CALM,617,89.35,88.0372,89.35,2.0,880,target,0.49999999999999456,645,target,0.7500000000000027,654,target,1.0,661,target,1.5000000000000053,752,target,1.2499999999999973,880,pp+target,1.5,880,pp+target,1.7500000000000027,880,pp+target,1.1369920780012195,808,pp+stop,-0.17519804996952354,632,time_stop,2.0,880,target,1.8433881779402876,955,eod
2025-03-17,CWEB,599,50.99,49.9266,50.99,1.1566672935866045,955,eod,0.5,693,target,0.75,697,target,1.0,704,target,1.1566672935866045,955,eod,0.8283336467933022,955,pp+eod,1.0783336467933022,955,pp+eod,1.1566672935866045,955,eod,0.8510023039307872,725,pp+stop,-0.188075982697012,614,time_stop,-0.35734436712432016,629,time_stop,1.1566672935866045,955,eod
2025-03-17,DAVA,773,22.0299,21.785,22.0299,0.20457329522252624,955,eod,0.5,804,target,0.75,828,target,1.0,845,target,1.5,889,target,0.19502858309513688,811,pp+stop,0.45502266231114824,942,pp+stop,0.7050226623111482,942,pp+stop,0.9397355042874618,856,pp+stop,0.16374030216414337,789,time_stop,0.20457329522252624,955,eod,-0.10994283380972622,811,stop
2025-03-17,EH,645,25.2732,24.63,25.2732,-0.144900497512437,955,eod,0.5,697,target,0.7500000000000028,800,target,-0.144900497512437,955,eod,-0.144900497512437,955,eod,0.23035354477611872,727,pp+stop,-0.144900497512437,955,eod,-0.144900497512437,955,eod,-0.144900497512437,955,eod,-0.3470149253731319,660,time_stop,-0.19154228855721486,675,time_stop,-0.03929291044776256,727,stop
2025-03-17,EWTX,661,26.43,26.015,26.43,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop,-1.1228674698795238,667,stop
2025-03-17,HOOD,728,41.46,40.92,41.46,-1.0757777777777777,753,stop,-1.0757777777777777,753,stop,-1.0757777777777777,753,stop,-1.0757777777777777,753,stop,-1.0757777777777777,753,stop,-1.0757777777777777,753,stop,-1.0757777777777777,753,stop,-1.0757777777777777,753,stop,-1.0757777777777777,753,stop,-0.48148148148147857,743,time_stop,-1.0757777777777777,753,stop,-1.0757777777777777,753,stop
2025-03-17,HSAI,647,21.93,21.225,21.93,0.37588652482269674,955,eod,0.5,671,target,0.75,678,target,1.0,679,target,0.37588652482269674,955,eod,0.23444680851063748,764,pp+stop,0.4844468085106375,764,pp+stop,0.37588652482269674,955,eod,0.7589946808510666,686,pp+stop,0.19858156028368923,662,time_stop,0.37588652482269674,955,eod,-0.03110638297872506,764,stop
2025-03-17,HZO,595,23.615,23.25,23.615,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop,-1.0907947945205405,597,stop
2025-03-17,IMCR,776,30.005,29.68,30.005,0.046153846153848,955,eod,0.49999999999999456,805,target,0.7499999999999972,830,target,1.0,830,target,0.046153846153848,955,eod,0.20383846153846,860,pp+stop,0.4538384615384627,860,pp+stop,0.046153846153848,955,eod,0.7496961538461531,831,pp+stop,-0.6615384615384625,791,time_stop,0.2307692307692291,806,time_stop,-0.09232307692307458,860,stop
2025-03-17,INTC,608,25.7038,25.2401,25.7038,0.04571921500970533,955,eod,0.5000000000000039,612,target,0.7499999999999981,619,target,0.04571921500970533,955,eod,0.04571921500970533,955,eod,0.22228401984041735,637,pp+stop,0.04571921500970533,955,eod,0.04571921500970533,955,eod,0.04571921500970533,955,eod,0.04571921500970533,955,eod,0.0565020487384071,638,time_stop,-0.0554319603191692,637,stop
2025-03-17,INTW,607,29.72,28.92,29.72,0.16250000000000378,956,eod,0.5,609,target,0.75,611,target,1.0,613,target,0.16250000000000378,956,eod,0.23142499999999927,658,pp+stop,0.48142499999999927,658,pp+stop,0.16250000000000378,956,eod,0.9871687500000039,617,pp+stop,0.16250000000000378,956,eod,0.35000000000000264,637,time_stop,-0.03715000000000148,658,stop
2025-03-17,IPI,676,28.87,28.45,28.87,0.6190476190476119,955,eod,0.5,694,target,0.75,708,target,1.0,712,target,0.6190476190476119,955,eod,0.21563095238095098,789,pp+stop,0.465630952380951,789,pp+stop,0.6190476190476119,955,eod,0.846083452380949,720,pp+stop,0.3571428571428523,691,time_stop,0.6190476190476119,955,eod,-0.06873809523809801,789,stop
2025-03-17,KMTS,590,22.6,21.77,22.6,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop,-1.0262289156626507,598,stop
2025-03-17,KTOS,608,32.14,31.73,32.14,-1.077390243902438,634,stop,-1.077390243902438,634,stop,-1.077390243902438,634,stop,-1.077390243902438,634,stop,-1.077390243902438,634,stop,-1.077390243902438,634,stop,-1.077390243902438,634,stop,-1.077390243902438,634,stop,-1.077390243902438,634,stop,0.12195121951218815,623,time_stop,-1.077390243902438,634,stop,-1.077390243902438,634,stop
2025-03-17,LIVN,577,41.24,40.0,41.24,0.30645161290322165,955,eod,0.30645161290322165,955,eod,0.30645161290322165,955,eod,0.30645161290322165,955,eod,0.30645161290322165,955,eod,0.30645161290322165,955,eod,0.30645161290322165,955,eod,0.30645161290322165,955,eod,0.30645161290322165,955,eod,-0.46774193548387455,592,time_stop,-0.48387096774193583,607,time_stop,0.30645161290322165,955,eod
